county,precinct,office,district,party,candidate,election_day,early_voting,absentee_by_mail,failsafe,provisional,failsafe_provisional,votes
Clarendon,Alcolu,Ballots Cast,,,,291,170,15,0,0,0,476
Clarendon,Barrineau,Ballots Cast,,,,272,9,4,0,0,0,285
Clarendon,Barrows Mill,Ballots Cast,,,,85,11,0,0,0,0,96
Clarendon,Bloomville,Ballots Cast,,,,144,84,8,0,0,0,236
Clarendon,Calvary,Ballots Cast,,,,144,92,11,0,0,0,247
Clarendon,Davis Station,Ballots Cast,,,,484,486,28,0,0,0,998
Clarendon,Harmony,Ballots Cast,,,,242,124,2,0,0,0,368
Clarendon,Hicks,Ballots Cast,,,,267,36,2,0,0,0,305
Clarendon,Home Branch,Ballots Cast,,,,107,59,5,0,0,0,171
Clarendon,Jordan,Ballots Cast,,,,659,676,70,0,0,0,1405
Clarendon,Manning No. 1,Ballots Cast,,,,164,149,4,0,0,0,317
Clarendon,Manning No. 2,Ballots Cast,,,,163,269,15,0,0,0,447
Clarendon,Manning No. 3,Ballots Cast,,,,337,482,25,0,0,0,844
Clarendon,Manning No. 4,Ballots Cast,,,,258,411,22,0,0,0,691
Clarendon,Manning No. 5,Ballots Cast,,,,241,218,5,0,0,0,464
Clarendon,New Zion,Ballots Cast,,,,233,36,3,0,0,0,272
Clarendon,Paxville,Ballots Cast,,,,278,174,3,0,0,0,455
Clarendon,Panola,Ballots Cast,,,,84,27,7,0,0,0,118
Clarendon,Sardina-Gable,Ballots Cast,,,,128,31,4,0,0,0,163
Clarendon,Summerton No. 1,Ballots Cast,,,,585,591,112,0,0,0,1288
Clarendon,Summerton No. 2,Ballots Cast,,,,75,100,14,0,0,0,189
Clarendon,Summerton No. 3,Ballots Cast,,,,201,175,110,0,0,0,486
Clarendon,Turbeville,Ballots Cast,,,,416,90,6,0,0,0,512
Clarendon,Wilson Foreston,Ballots Cast,,,,326,251,41,0,0,0,618
Clarendon,Oakdale,Ballots Cast,,,,132,29,1,0,0,0,162
Clarendon,Failsafe,Ballots Cast,,,,0,0,0,18,0,0,18
Clarendon,Provisional,Ballots Cast,,,,0,0,0,0,4,0,4
Clarendon,Failsafe Provisional,Ballots Cast,,,,0,0,0,0,0,0,0
Clarendon,Alcolu,Straight Party,,UNC,United Citizens,4,1,0,0,0,0,5
Clarendon,Barrineau,Straight Party,,UNC,United Citizens,3,0,0,0,0,0,3
Clarendon,Barrows Mill,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Clarendon,Bloomville,Straight Party,,UNC,United Citizens,1,0,0,0,0,0,1
Clarendon,Calvary,Straight Party,,UNC,United Citizens,1,0,0,0,0,0,1
Clarendon,Davis Station,Straight Party,,UNC,United Citizens,6,2,0,0,0,0,8
Clarendon,Harmony,Straight Party,,UNC,United Citizens,5,0,0,0,0,0,5
Clarendon,Hicks,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Clarendon,Home Branch,Straight Party,,UNC,United Citizens,1,0,0,0,0,0,1
Clarendon,Jordan,Straight Party,,UNC,United Citizens,5,5,0,0,0,0,10
Clarendon,Manning No. 1,Straight Party,,UNC,United Citizens,3,1,0,0,0,0,4
Clarendon,Manning No. 2,Straight Party,,UNC,United Citizens,2,3,0,0,0,0,5
Clarendon,Manning No. 3,Straight Party,,UNC,United Citizens,4,5,0,0,0,0,9
Clarendon,Manning No. 4,Straight Party,,UNC,United Citizens,2,8,0,0,0,0,10
Clarendon,Manning No. 5,Straight Party,,UNC,United Citizens,1,3,0,0,0,0,4
Clarendon,New Zion,Straight Party,,UNC,United Citizens,3,0,0,0,0,0,3
Clarendon,Paxville,Straight Party,,UNC,United Citizens,4,0,0,0,0,0,4
Clarendon,Panola,Straight Party,,UNC,United Citizens,1,0,0,0,0,0,1
Clarendon,Sardina-Gable,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Clarendon,Summerton No. 1,Straight Party,,UNC,United Citizens,10,6,0,0,0,0,16
Clarendon,Summerton No. 2,Straight Party,,UNC,United Citizens,2,0,0,0,0,0,2
Clarendon,Summerton No. 3,Straight Party,,UNC,United Citizens,8,3,0,0,0,0,11
Clarendon,Turbeville,Straight Party,,UNC,United Citizens,2,0,0,0,0,0,2
Clarendon,Wilson Foreston,Straight Party,,UNC,United Citizens,3,2,0,0,0,0,5
Clarendon,Oakdale,Straight Party,,UNC,United Citizens,0,3,0,0,0,0,3
Clarendon,Failsafe,Straight Party,,UNC,United Citizens,0,0,0,1,0,0,1
Clarendon,Provisional,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Clarendon,Failsafe Provisional,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Clarendon,Alcolu,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Clarendon,Barrineau,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Clarendon,Barrows Mill,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Clarendon,Bloomville,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Clarendon,Calvary,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Clarendon,Davis Station,Straight Party,,GRN,Green,1,0,0,0,0,0,1
Clarendon,Harmony,Straight Party,,GRN,Green,1,1,0,0,0,0,2
Clarendon,Hicks,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Clarendon,Home Branch,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Clarendon,Jordan,Straight Party,,GRN,Green,1,3,0,0,0,0,4
Clarendon,Manning No. 1,Straight Party,,GRN,Green,0,1,0,0,0,0,1
Clarendon,Manning No. 2,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Clarendon,Manning No. 3,Straight Party,,GRN,Green,2,0,0,0,0,0,2
Clarendon,Manning No. 4,Straight Party,,GRN,Green,0,1,0,0,0,0,1
Clarendon,Manning No. 5,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Clarendon,New Zion,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Clarendon,Paxville,Straight Party,,GRN,Green,0,1,0,0,0,0,1
Clarendon,Panola,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Clarendon,Sardina-Gable,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Clarendon,Summerton No. 1,Straight Party,,GRN,Green,1,1,0,0,0,0,2
Clarendon,Summerton No. 2,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Clarendon,Summerton No. 3,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Clarendon,Turbeville,Straight Party,,GRN,Green,2,0,0,0,0,0,2
Clarendon,Wilson Foreston,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Clarendon,Oakdale,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Clarendon,Failsafe,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Clarendon,Provisional,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Clarendon,Failsafe Provisional,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Clarendon,Alcolu,Straight Party,,REP,Republican,91,26,3,0,0,0,120
Clarendon,Barrineau,Straight Party,,REP,Republican,149,2,2,0,0,0,153
Clarendon,Barrows Mill,Straight Party,,REP,Republican,21,0,0,0,0,0,21
Clarendon,Bloomville,Straight Party,,REP,Republican,56,13,3,0,0,0,72
Clarendon,Calvary,Straight Party,,REP,Republican,33,7,0,0,0,0,40
Clarendon,Davis Station,Straight Party,,REP,Republican,199,187,5,0,0,0,391
Clarendon,Harmony,Straight Party,,REP,Republican,57,23,0,0,0,0,80
Clarendon,Hicks,Straight Party,,REP,Republican,114,16,2,0,0,0,132
Clarendon,Home Branch,Straight Party,,REP,Republican,42,34,2,0,0,0,78
Clarendon,Jordan,Straight Party,,REP,Republican,364,273,32,0,0,0,669
Clarendon,Manning No. 1,Straight Party,,REP,Republican,37,18,0,0,0,0,55
Clarendon,Manning No. 2,Straight Party,,REP,Republican,42,56,0,0,0,0,98
Clarendon,Manning No. 3,Straight Party,,REP,Republican,112,130,1,0,0,0,243
Clarendon,Manning No. 4,Straight Party,,REP,Republican,29,17,0,0,0,0,46
Clarendon,Manning No. 5,Straight Party,,REP,Republican,60,33,0,0,0,0,93
Clarendon,New Zion,Straight Party,,REP,Republican,69,3,0,0,0,0,72
Clarendon,Paxville,Straight Party,,REP,Republican,70,26,0,0,0,0,96
Clarendon,Panola,Straight Party,,REP,Republican,8,3,2,0,0,0,13
Clarendon,Sardina-Gable,Straight Party,,REP,Republican,18,6,0,0,0,0,24
Clarendon,Summerton No. 1,Straight Party,,REP,Republican,269,190,12,0,0,0,471
Clarendon,Summerton No. 2,Straight Party,,REP,Republican,14,9,0,0,0,0,23
Clarendon,Summerton No. 3,Straight Party,,REP,Republican,21,22,2,0,0,0,45
Clarendon,Turbeville,Straight Party,,REP,Republican,157,28,1,0,0,0,186
Clarendon,Wilson Foreston,Straight Party,,REP,Republican,99,59,3,0,0,0,161
Clarendon,Oakdale,Straight Party,,REP,Republican,36,7,0,0,0,0,43
Clarendon,Failsafe,Straight Party,,REP,Republican,0,0,0,4,0,0,4
Clarendon,Provisional,Straight Party,,REP,Republican,0,0,0,0,2,0,2
Clarendon,Failsafe Provisional,Straight Party,,REP,Republican,0,0,0,0,0,0,0
Clarendon,Alcolu,Straight Party,,ALN,Alliance,0,0,0,0,0,0,0
Clarendon,Barrineau,Straight Party,,ALN,Alliance,0,0,0,0,0,0,0
Clarendon,Barrows Mill,Straight Party,,ALN,Alliance,0,0,0,0,0,0,0
Clarendon,Bloomville,Straight Party,,ALN,Alliance,0,0,0,0,0,0,0
Clarendon,Calvary,Straight Party,,ALN,Alliance,0,0,0,0,0,0,0
Clarendon,Davis Station,Straight Party,,ALN,Alliance,0,0,0,0,0,0,0
Clarendon,Harmony,Straight Party,,ALN,Alliance,0,0,0,0,0,0,0
Clarendon,Hicks,Straight Party,,ALN,Alliance,0,0,0,0,0,0,0
Clarendon,Home Branch,Straight Party,,ALN,Alliance,0,0,0,0,0,0,0
Clarendon,Jordan,Straight Party,,ALN,Alliance,1,0,0,0,0,0,1
Clarendon,Manning No. 1,Straight Party,,ALN,Alliance,0,0,0,0,0,0,0
Clarendon,Manning No. 2,Straight Party,,ALN,Alliance,0,0,0,0,0,0,0
Clarendon,Manning No. 3,Straight Party,,ALN,Alliance,0,0,0,0,0,0,0
Clarendon,Manning No. 4,Straight Party,,ALN,Alliance,1,0,0,0,0,0,1
Clarendon,Manning No. 5,Straight Party,,ALN,Alliance,0,0,0,0,0,0,0
Clarendon,New Zion,Straight Party,,ALN,Alliance,0,0,0,0,0,0,0
Clarendon,Paxville,Straight Party,,ALN,Alliance,0,0,0,0,0,0,0
Clarendon,Panola,Straight Party,,ALN,Alliance,0,0,0,0,0,0,0
