county,precinct,office,district,party,candidate,votes,provisional,failsafe,absentee_by_mail,failsafe_provisional,early_voting,election_day
Charleston,Isle Of Palms 1A,School Board of Trustees District 2,,NON,Grace Bouldin Cowan,158,0,0,1,0,29,128
Charleston,Isle of Palms 1B,School Board of Trustees District 2,,NON,Grace Bouldin Cowan,150,0,0,7,0,26,117
Charleston,Isle of Palms 1C,School Board of Trustees District 2,,NON,Grace Bouldin Cowan,174,0,0,9,0,53,112
Charleston,Sullivans Island,School Board of Trustees District 2,,NON,Grace Bouldin Cowan,370,0,0,10,0,89,271
Charleston,McClellanville,School Board of Trustees District 2,,NON,Grace Bouldin Cowan,85,0,0,6,0,16,63
Charleston,Mt. Pleasant 1,School Board of Trustees District 2,,NON,Grace Bouldin Cowan,202,0,0,13,0,41,148
Charleston,Mt. Pleasant 7,School Board of Trustees District 2,,NON,Grace Bouldin Cowan,100,0,0,7,0,28,65
Charleston,Mt. Pleasant 8,School Board of Trustees District 2,,NON,Grace Bouldin Cowan,74,0,0,3,0,30,41
Charleston,Mt. Pleasant 9,School Board of Trustees District 2,,NON,Grace Bouldin Cowan,93,0,0,5,0,39,49
Charleston,Mt. Pleasant 10,School Board of Trustees District 2,,NON,Grace Bouldin Cowan,116,0,0,4,0,55,57
Charleston,Mt. Pleasant 11,School Board of Trustees District 2,,NON,Grace Bouldin Cowan,120,0,0,0,0,55,65
Charleston,Mt. Pleasant 12,School Board of Trustees District 2,,NON,Grace Bouldin Cowan,63,0,0,6,0,27,30
Charleston,Mt. Pleasant 21,School Board of Trustees District 2,,NON,Grace Bouldin Cowan,162,0,0,16,0,85,61
Charleston,Mt. Pleasant 22,School Board of Trustees District 2,,NON,Grace Bouldin Cowan,138,0,0,4,0,56,78
Charleston,Mt. Pleasant 35,School Board of Trustees District 2,,NON,Grace Bouldin Cowan,400,0,0,16,0,167,217
Charleston,Mt. Pleasant 37,School Board of Trustees District 2,,NON,Grace Bouldin Cowan,291,0,0,11,0,131,149
Charleston,Mt. Pleasant 38,School Board of Trustees District 2,,NON,Grace Bouldin Cowan,170,0,0,12,0,80,78
Charleston,Mt. Pleasant 39,School Board of Trustees District 2,,NON,Grace Bouldin Cowan,277,0,0,17,0,105,155
Charleston,Failsafe,School Board of Trustees District 2,,NON,Grace Bouldin Cowan,0,0,0,0,0,0,0
Charleston,Provisional,School Board of Trustees District 2,,NON,Grace Bouldin Cowan,4,4,0,0,0,0,0
Charleston,Failsafe Provisional,School Board of Trustees District 2,,NON,Grace Bouldin Cowan,0,0,0,0,0,0,0
Charleston,Awendaw,School Board of Trustees District 2,,NON,Seana J Flynn,23,0,0,0,0,8,15
Charleston,Christ Church,School Board of Trustees District 2,,NON,Seana J Flynn,13,0,0,1,0,3,9
Charleston,Isle Of Palms 1A,School Board of Trustees District 2,,NON,Seana J Flynn,19,0,0,1,0,4,14
Charleston,Isle of Palms 1B,School Board of Trustees District 2,,NON,Seana J Flynn,15,0,0,2,0,2,11
Charleston,Isle of Palms 1C,School Board of Trustees District 2,,NON,Seana J Flynn,38,0,0,1,0,13,24
Charleston,Sullivans Island,School Board of Trustees District 2,,NON,Seana J Flynn,52,0,0,3,0,11,38
Charleston,McClellanville,School Board of Trustees District 2,,NON,Seana J Flynn,18,0,0,0,0,2,16
Charleston,Mt. Pleasant 1,School Board of Trustees District 2,,NON,Seana J Flynn,65,0,0,7,0,20,38
Charleston,Mt. Pleasant 7,School Board of Trustees District 2,,NON,Seana J Flynn,43,0,0,4,0,10,29
Charleston,Mt. Pleasant 8,School Board of Trustees District 2,,NON,Seana J Flynn,29,0,0,2,0,14,13
Charleston,Mt. Pleasant 9,School Board of Trustees District 2,,NON,Seana J Flynn,17,0,0,2,0,7,8
Charleston,Mt. Pleasant 10,School Board of Trustees District 2,,NON,Seana J Flynn,21,0,0,3,0,8,10
Charleston,Mt. Pleasant 11,School Board of Trustees District 2,,NON,Seana J Flynn,31,0,0,2,0,7,22
Charleston,Mt. Pleasant 12,School Board of Trustees District 2,,NON,Seana J Flynn,23,0,0,0,0,11,12
Charleston,Mt. Pleasant 21,School Board of Trustees District 2,,NON,Seana J Flynn,47,0,0,4,0,31,12
Charleston,Mt. Pleasant 22,School Board of Trustees District 2,,NON,Seana J Flynn,56,0,0,1,0,19,36
Charleston,Mt. Pleasant 35,School Board of Trustees District 2,,NON,Seana J Flynn,120,0,0,4,0,40,76
Charleston,Mt. Pleasant 37,School Board of Trustees District 2,,NON,Seana J Flynn,104,0,0,6,0,49,49
Charleston,Mt. Pleasant 38,School Board of Trustees District 2,,NON,Seana J Flynn,39,0,0,3,0,12,24
Charleston,Mt. Pleasant 39,School Board of Trustees District 2,,NON,Seana J Flynn,76,0,0,4,0,29,43
Charleston,Failsafe,School Board of Trustees District 2,,NON,Seana J Flynn,1,0,1,0,0,0,0
Charleston,Provisional,School Board of Trustees District 2,,NON,Seana J Flynn,2,2,0,0,0,0,0
Charleston,Failsafe Provisional,School Board of Trustees District 2,,NON,Seana J Flynn,0,0,0,0,0,0,0
Charleston,Awendaw,School Board of Trustees District 2,,NON,Sarah Shad Johnson,72,0,0,0,0,15,57
Charleston,Christ Church,School Board of Trustees District 2,,NON,Sarah Shad Johnson,65,0,0,12,0,21,32
Charleston,Isle Of Palms 1A,School Board of Trustees District 2,,NON,Sarah Shad Johnson,68,0,0,3,0,19,46
Charleston,Isle of Palms 1B,School Board of Trustees District 2,,NON,Sarah Shad Johnson,161,0,0,4,0,32,125
Charleston,Isle of Palms 1C,School Board of Trustees District 2,,NON,Sarah Shad Johnson,137,0,0,12,0,40,85
Charleston,Sullivans Island,School Board of Trustees District 2,,NON,Sarah Shad Johnson,138,0,0,10,0,32,96
Charleston,McClellanville,School Board of Trustees District 2,,NON,Sarah Shad Johnson,78,0,0,5,0,12,61
Charleston,Mt. Pleasant 1,School Board of Trustees District 2,,NON,Sarah Shad Johnson,180,0,0,8,0,59,113
Charleston,Mt. Pleasant 7,School Board of Trustees District 2,,NON,Sarah Shad Johnson,114,0,0,6,0,38,70
Charleston,Mt. Pleasant 8,School Board of Trustees District 2,,NON,Sarah Shad Johnson,133,0,0,8,0,60,65
Charleston,Mt. Pleasant 9,School Board of Trustees District 2,,NON,Sarah Shad Johnson,163,0,0,9,0,71,83
Charleston,Mt. Pleasant 10,School Board of Trustees District 2,,NON,Sarah Shad Johnson,120,0,0,6,0,66,48
Charleston,Mt. Pleasant 11,School Board of Trustees District 2,,NON,Sarah Shad Johnson,149,0,0,12,0,54,83
Charleston,Mt. Pleasant 12,School Board of Trustees District 2,,NON,Sarah Shad Johnson,59,0,0,5,0,27,27
Charleston,Mt. Pleasant 21,School Board of Trustees District 2,,NON,Sarah Shad Johnson,145,0,0,21,0,77,47
Charleston,Mt. Pleasant 22,School Board of Trustees District 2,,NON,Sarah Shad Johnson,188,0,0,8,0,92,88
Charleston,Mt. Pleasant 35,School Board of Trustees District 2,,NON,Sarah Shad Johnson,488,0,0,9,0,190,289
Charleston,Mt. Pleasant 37,School Board of Trustees District 2,,NON,Sarah Shad Johnson,344,0,0,17,0,130,197
Charleston,Mt. Pleasant 38,School Board of Trustees District 2,,NON,Sarah Shad Johnson,139,0,0,12,0,55,72
Charleston,Mt. Pleasant 39,School Board of Trustees District 2,,NON,Sarah Shad Johnson,521,0,0,23,0,225,273
Charleston,Failsafe,School Board of Trustees District 2,,NON,Sarah Shad Johnson,1,0,1,0,0,0,0
Charleston,Provisional,School Board of Trustees District 2,,NON,Sarah Shad Johnson,6,6,0,0,0,0,0
Charleston,Failsafe Provisional,School Board of Trustees District 2,,NON,Sarah Shad Johnson,0,0,0,0,0,0,0
Charleston,Awendaw,School Board of Trustees District 2,,NON,Ed Kelley,140,0,0,3,0,36,101
Charleston,Christ Church,School Board of Trustees District 2,,NON,Ed Kelley,122,0,0,2,0,30,90
Charleston,Isle Of Palms 1A,School Board of Trustees District 2,,NON,Ed Kelley,151,0,0,4,0,25,122
Charleston,Isle of Palms 1B,School Board of Trustees District 2,,NON,Ed Kelley,181,0,0,3,0,33,145
Charleston,Isle of Palms 1C,School Board of Trustees District 2,,NON,Ed Kelley,255,0,0,18,0,74,163
Charleston,Sullivans Island,School Board of Trustees District 2,,NON,Ed Kelley,195,0,0,13,0,37,145
Charleston,McClellanville,School Board of Trustees District 2,,NON,Ed Kelley,132,0,0,1,0,33,98
Charleston,Mt. Pleasant 1,School Board of Trustees District 2,,NON,Ed Kelley,185,0,0,2,0,51,132
Charleston,Mt. Pleasant 7,School Board of Trustees District 2,,NON,Ed Kelley,86,0,0,4,0,25,57
Charleston,Mt. Pleasant 8,School Board of Trustees District 2,,NON,Ed Kelley,116,0,0,4,0,38,74
Charleston,Mt. Pleasant 9,School Board of Trustees District 2,,NON,Ed Kelley,151,0,0,5,0,59,87
Charleston,Mt. Pleasant 10,School Board of Trustees District 2,,NON,Ed Kelley,150,0,0,4,0,37,109
Charleston,Mt. Pleasant 11,School Board of Trustees District 2,,NON,Ed Kelley,146,0,0,5,0,43,98
Charleston,Mt. Pleasant 12,School Board of Trustees District 2,,NON,Ed Kelley,83,0,0,3,0,37,43
Charleston,Mt. Pleasant 21,School Board of Trustees District 2,,NON,Ed Kelley,182,0,0,21,0,83,78
Charleston,Mt. Pleasant 22,School Board of Trustees District 2,,NON,Ed Kelley,192,0,0,9,0,82,101
Charleston,Mt. Pleasant 35,School Board of Trustees District 2,,NON,Ed Kelley,793,0,0,21,0,298,474
Charleston,Mt. Pleasant 37,School Board of Trustees District 2,,NON,Ed Kelley,486,0,0,16,0,165,305
Charleston,Mt. Pleasant 38,School Board of Trustees District 2,,NON,Ed Kelley,340,0,0,10,0,129,201
Charleston,Mt. Pleasant 39,School Board of Trustees District 2,,NON,Ed Kelley,1081,0,0,20,0,352,709
Charleston,Failsafe,School Board of Trustees District 2,,NON,Ed Kelley,1,0,1,0,0,0,0
Charleston,Provisional,School Board of Trustees District 2,,NON,Ed Kelley,5,5,0,0,0,0,0
Charleston,Failsafe Provisional,School Board of Trustees District 2,,NON,Ed Kelley,0,0,0,0,0,0,0
Charleston,Awendaw,School Board of Trustees District 2,,NON,Ej Milligan,186,0,0,113,0,20,53
Charleston,Christ Church,School Board of Trustees District 2,,NON,Ej Milligan,107,0,0,50,0,9,48
Charleston,Isle Of Palms 1A,School Board of Trustees District 2,,NON,Ej Milligan,2,0,0,1,0,0,1
Charleston,Isle of Palms 1B,School Board of Trustees District 2,,NON,Ej Milligan,9,0,0,0,0,3,6
Charleston,Isle of Palms 1C,School Board of Trustees District 2,,NON,Ej Milligan,7,0,0,1,0,1,5
Charleston,Sullivans Island,School Board of Trustees District 2,,NON,Ej Milligan,7,0,0,0,0,1,6
Charleston,McClellanville,School Board of Trustees District 2,,NON,Ej Milligan,210,0,0,38,0,36,136
Charleston,Mt. Pleasant 1,School Board of Trustees District 2,,NON,Ej Milligan,17,0,0,2,0,7,8
Charleston,Mt. Pleasant 7,School Board of Trustees District 2,,NON,Ej Milligan,3,0,0,0,0,0,3
Charleston,Mt. Pleasant 8,School Board of Trustees District 2,,NON,Ej Milligan,8,0,0,0,0,3,5
Charleston,Mt. Pleasant 9,School Board of Trustees District 2,,NON,Ej Milligan,8,0,0,0,0,4,4
Charleston,Mt. Pleasant 10,School Board of Trustees District 2,,NON,Ej Milligan,8,0,0,0,0,1,7
Charleston,Mt. Pleasant 11,School Board of Trustees District 2,,NON,Ej Milligan,15,0,0,3,0,6,6
Charleston,Mt. Pleasant 12,School Board of Trustees District 2,,NON,Ej Milligan,11,0,0,1,0,2,8
Charleston,Mt. Pleasant 21,School Board of Trustees District 2,,NON,Ej Milligan,15,0,0,1,0,6,8
Charleston,Mt. Pleasant 22,School Board of Trustees District 2,,NON,Ej Milligan,17,0,0,1,0,6,10
Charleston,Mt. Pleasant 35,School Board of Trustees District 2,,NON,Ej Milligan,58,0,0,1,0,23,34
Charleston,Mt. Pleasant 37,School Board of Trustees District 2,,NON,Ej Milligan,57,0,0,0,0,31,26
Charleston,Mt. Pleasant 38,School Board of Trustees District 2,,NON,Ej Milligan,17,0,0,1,0,14,2
Charleston,Mt. Pleasant 39,School Board of Trustees District 2,,NON,Ej Milligan,33,0,0,1,0,15,17
Charleston,Failsafe,School Board of Trustees District 2,,NON,Ej Milligan,0,0,0,0,0,0,0
Charleston,Provisional,School Board of Trustees District 2,,NON,Ej Milligan,9,9,0,0,0,0,0
Charleston,Failsafe Provisional,School Board of Trustees District 2,,NON,Ej Milligan,0,0,0,0,0,0,0
Charleston,Awendaw,School Board of Trustees District 2,,NON,Elizabeth Moffly,94,0,0,4,0,25,65
Charleston,Christ Church,School Board of Trustees District 2,,NON,Elizabeth Moffly,62,0,0,3,0,20,39
Charleston,Isle Of Palms 1A,School Board of Trustees District 2,,NON,Elizabeth Moffly,65,0,0,4,0,11,50
Charleston,Isle of Palms 1B,School Board of Trustees District 2,,NON,Elizabeth Moffly,79,0,0,2,0,16,61
Charleston,Isle of Palms 1C,School Board of Trustees District 2,,NON,Elizabeth Moffly,106,0,0,1,0,40,65
Charleston,Sullivans Island,School Board of Trustees District 2,,NON,Elizabeth Moffly,111,0,0,4,0,27,80
Charleston,McClellanville,School Board of Trustees District 2,,NON,Elizabeth Moffly,107,0,0,4,0,19,84
Charleston,Mt. Pleasant 1,School Board of Trustees District 2,,NON,Elizabeth Moffly,95,0,0,2,0,33,60
Charleston,Mt. Pleasant 7,School Board of Trustees District 2,,NON,Elizabeth Moffly,60,0,0,2,0,21,37
Charleston,Mt. Pleasant 8,School Board of Trustees District 2,,NON,Elizabeth Moffly,67,0,0,4,0,28,35
Charleston,Mt. Pleasant 9,School Board of Trustees District 2,,NON,Elizabeth Moffly,76,0,0,5,0,40,31
Charleston,Mt. Pleasant 10,School Board of Trustees District 2,,NON,Elizabeth Moffly,76,0,0,3,0,38,35
Charleston,Mt. Pleasant 11,School Board of Trustees District 2,,NON,Elizabeth Moffly,88,0,0,2,0,33,53
Charleston,Mt. Pleasant 12,School Board of Trustees District 2,,NON,Elizabeth Moffly,44,0,0,3,0,21,20
Charleston,Mt. Pleasant 21,School Board of Trustees District 2,,NON,Elizabeth Moffly,119,0,0,9,0,67,43
Charleston,Mt. Pleasant 22,School Board of Trustees District 2,,NON,Elizabeth Moffly,90,0,0,1,0,33,56
Charleston,Mt. Pleasant 35,School Board of Trustees District 2,,NON,Elizabeth Moffly,307,0,0,6,0,136,165
Charleston,Mt. Pleasant 37,School Board of Trustees District 2,,NON,Elizabeth Moffly,233,0,0,9,0,96,128
Charleston,Mt. Pleasant 38,School Board of Trustees District 2,,NON,Elizabeth Moffly,111,0,0,3,0,57,51
Charleston,Mt. Pleasant 39,School Board of Trustees District 2,,NON,Elizabeth Moffly,231,0,0,13,0,116,102
Charleston,Failsafe,School Board of Trustees District 2,,NON,Elizabeth Moffly,1,0,1,0,0,0,0
Charleston,Provisional,School Board of Trustees District 2,,NON,Elizabeth Moffly,3,3,0,0,0,0,0
Charleston,Failsafe Provisional,School Board of Trustees District 2,,NON,Elizabeth Moffly,0,0,0,0,0,0,0
Charleston,Awendaw,School Board of Trustees District 2,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Christ Church,School Board of Trustees District 2,,NON,Write-In,1,0,0,0,0,0,1
Charleston,Isle Of Palms 1A,School Board of Trustees District 2,,NON,Write-In,1,0,0,0,0,0,1
Charleston,Isle of Palms 1B,School Board of Trustees District 2,,NON,Write-In,3,0,0,0,0,0,3
Charleston,Isle of Palms 1C,School Board of Trustees District 2,,NON,Write-In,6,0,0,2,0,1,3
Charleston,Sullivans Island,School Board of Trustees District 2,,NON,Write-In,5,0,0,0,0,2,3
Charleston,McClellanville,School Board of Trustees District 2,,NON,Write-In,4,0,0,0,0,1,3
Charleston,Mt. Pleasant 1,School Board of Trustees District 2,,NON,Write-In,1,0,0,0,0,0,1
Charleston,Mt. Pleasant 7,School Board of Trustees District 2,,NON,Write-In,2,0,0,0,0,1,1
Charleston,Mt. Pleasant 8,School Board of Trustees District 2,,NON,Write-In,1,0,0,0,0,1,0
Charleston,Mt. Pleasant 9,School Board of Trustees District 2,,NON,Write-In,2,0,0,0,0,1,1
Charleston,Mt. Pleasant 10,School Board of Trustees District 2,,NON,Write-In,2,0,0,0,0,0,2
Charleston,Mt. Pleasant 11,School Board of Trustees District 2,,NON,Write-In,1,0,0,0,0,1,0
Charleston,Mt. Pleasant 12,School Board of Trustees District 2,,NON,Write-In,1,0,0,0,0,1,0
Charleston,Mt. Pleasant 21,School Board of Trustees District 2,,NON,Write-In,2,0,0,0,0,1,1
Charleston,Mt. Pleasant 22,School Board of Trustees District 2,,NON,Write-In,5,0,0,0,0,1,4
Charleston,Mt. Pleasant 35,School Board of Trustees District 2,,NON,Write-In,10,0,0,2,0,2,6
Charleston,Mt. Pleasant 37,School Board of Trustees District 2,,NON,Write-In,7,0,0,1,0,2,4
Charleston,Mt. Pleasant 38,School Board of Trustees District 2,,NON,Write-In,2,0,0,0,0,0,2
Charleston,Mt. Pleasant 39,School Board of Trustees District 2,,NON,Write-In,5,0,0,0,0,1,4
Charleston,Failsafe,School Board of Trustees District 2,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Provisional,School Board of Trustees District 2,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Failsafe Provisional,School Board of Trustees District 2,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Deer Park 1A,School Board of Trustees District 4,,NON,Kevin D Hollinshead Sr,97,0,0,1,0,30,66
Charleston,Deer Park 2A,School Board of Trustees District 4,,NON,Kevin D Hollinshead Sr,194,0,0,8,0,65,121
Charleston,Deer Park 2B,School Board of Trustees District 4,,NON,Kevin D Hollinshead Sr,157,0,0,1,0,55,101
Charleston,Deer Park 2C,School Board of Trustees District 4,,NON,Kevin D Hollinshead Sr,127,0,0,10,0,32,85
Charleston,Charleston 8,School Board of Trustees District 4,,NON,Kevin D Hollinshead Sr,70,0,0,3,0,20,47
Charleston,Charleston 9,School Board of Trustees District 4,,NON,Kevin D Hollinshead Sr,2,0,0,1,0,1,0
Charleston,Charleston 15,School Board of Trustees District 4,,NON,Kevin D Hollinshead Sr,69,0,0,1,0,21,47
Charleston,Charleston 16,School Board of Trustees District 4,,NON,Kevin D Hollinshead Sr,82,0,0,3,0,21,58
Charleston,Charleston 18,School Board of Trustees District 4,,NON,Kevin D Hollinshead Sr,141,0,0,2,0,56,83
Charleston,Charleston 19,School Board of Trustees District 4,,NON,Kevin D Hollinshead Sr,94,0,0,5,0,47,42
Charleston,Charleston 20,School Board of Trustees District 4,,NON,Kevin D Hollinshead Sr,160,0,0,8,0,68,84
Charleston,Charleston 21,School Board of Trustees District 4,,NON,Kevin D Hollinshead Sr,80,0,0,3,0,19,58
Charleston,North Charleston 1,School Board of Trustees District 4,,NON,Kevin D Hollinshead Sr,82,0,0,2,0,17,63
Charleston,North Charleston 6,School Board of Trustees District 4,,NON,Kevin D Hollinshead Sr,127,0,0,8,0,37,82
Charleston,North Charleston 7,School Board of Trustees District 4,,NON,Kevin D Hollinshead Sr,55,0,0,2,0,11,42
Charleston,North Charleston 13,School Board of Trustees District 4,,NON,Kevin D Hollinshead Sr,59,0,0,2,0,21,36
Charleston,North Charleston 15,School Board of Trustees District 4,,NON,Kevin D Hollinshead Sr,63,0,0,2,0,23,38
Charleston,North Charleston 16,School Board of Trustees District 4,,NON,Kevin D Hollinshead Sr,57,0,0,1,0,27,29
Charleston,North Charleston 17,School Board of Trustees District 4,,NON,Kevin D Hollinshead Sr,81,0,0,3,0,29,49
Charleston,North Charleston 25,School Board of Trustees District 4,,NON,Kevin D Hollinshead Sr,48,0,0,4,0,16,28
Charleston,North Charleston 26,School Board of Trustees District 4,,NON,Kevin D Hollinshead Sr,18,0,0,0,0,6,12
Charleston,North Charleston 27,School Board of Trustees District 4,,NON,Kevin D Hollinshead Sr,77,0,0,1,0,23,53
Charleston,North Charleston 28,School Board of Trustees District 4,,NON,Kevin D Hollinshead Sr,33,0,0,0,0,13,20
Charleston,North Charleston 29,School Board of Trustees District 4,,NON,Kevin D Hollinshead Sr,53,0,0,0,0,19,34
Charleston,Failsafe,School Board of Trustees District 4,,NON,Kevin D Hollinshead Sr,5,0,5,0,0,0,0
Charleston,Provisional,School Board of Trustees District 4,,NON,Kevin D Hollinshead Sr,4,4,0,0,0,0,0
Charleston,Failsafe Provisional,School Board of Trustees District 4,,NON,Kevin D Hollinshead Sr,0,0,0,0,0,0,0
Charleston,Deer Park 1A,School Board of Trustees District 4,,NON,Courtney Waters,186,0,0,6,0,58,122
Charleston,Deer Park 2A,School Board of Trustees District 4,,NON,Courtney Waters,265,0,0,5,0,98,162
Charleston,Deer Park 2B,School Board of Trustees District 4,,NON,Courtney Waters,283,0,0,9,0,98,176
Charleston,Deer Park 2C,School Board of Trustees District 4,,NON,Courtney Waters,210,0,0,12,0,64,134
Charleston,Charleston 8,School Board of Trustees District 4,,NON,Courtney Waters,163,0,0,3,0,66,94
Charleston,Charleston 9,School Board of Trustees District 4,,NON,Courtney Waters,14,0,0,0,0,4,10
Charleston,Charleston 15,School Board of Trustees District 4,,NON,Courtney Waters,207,0,0,8,0,69,130
Charleston,Charleston 16,School Board of Trustees District 4,,NON,Courtney Waters,236,0,0,9,0,103,124
Charleston,Charleston 18,School Board of Trustees District 4,,NON,Courtney Waters,242,0,0,2,0,83,157
Charleston,Charleston 19,School Board of Trustees District 4,,NON,Courtney Waters,174,0,0,5,0,67,102
Charleston,Charleston 20,School Board of Trustees District 4,,NON,Courtney Waters,339,0,0,15,0,159,165
Charleston,Charleston 21,School Board of Trustees District 4,,NON,Courtney Waters,99,0,0,4,0,21,74
Charleston,North Charleston 1,School Board of Trustees District 4,,NON,Courtney Waters,106,0,0,2,0,20,84
Charleston,North Charleston 6,School Board of Trustees District 4,,NON,Courtney Waters,136,0,0,3,0,32,101
Charleston,North Charleston 7,School Board of Trustees District 4,,NON,Courtney Waters,112,0,0,5,0,32,75
Charleston,North Charleston 13,School Board of Trustees District 4,,NON,Courtney Waters,90,0,0,2,0,38,50
Charleston,North Charleston 15,School Board of Trustees District 4,,NON,Courtney Waters,154,0,0,9,0,52,93
Charleston,North Charleston 16,School Board of Trustees District 4,,NON,Courtney Waters,107,0,0,1,0,43,63
Charleston,North Charleston 17,School Board of Trustees District 4,,NON,Courtney Waters,103,0,0,5,0,43,55
Charleston,North Charleston 25,School Board of Trustees District 4,,NON,Courtney Waters,60,0,0,0,0,11,49
Charleston,North Charleston 26,School Board of Trustees District 4,,NON,Courtney Waters,35,0,0,1,0,7,27
Charleston,North Charleston 27,School Board of Trustees District 4,,NON,Courtney Waters,121,0,0,10,0,28,83
Charleston,North Charleston 28,School Board of Trustees District 4,,NON,Courtney Waters,77,0,0,4,0,22,51
Charleston,North Charleston 29,School Board of Trustees District 4,,NON,Courtney Waters,100,0,0,3,0,31,66
Charleston,Failsafe,School Board of Trustees District 4,,NON,Courtney Waters,10,0,10,0,0,0,0
Charleston,Provisional,School Board of Trustees District 4,,NON,Courtney Waters,12,12,0,0,0,0,0
Charleston,Failsafe Provisional,School Board of Trustees District 4,,NON,Courtney Waters,0,0,0,0,0,0,0
Charleston,Deer Park 1A,School Board of Trustees District 4,,NON,Write-In,2,0,0,0,0,0,2
Charleston,Deer Park 2A,School Board of Trustees District 4,,NON,Write-In,2,0,0,0,0,1,1
Charleston,Deer Park 2B,School Board of Trustees District 4,,NON,Write-In,2,0,0,0,0,1,1
Charleston,Deer Park 2C,School Board of Trustees District 4,,NON,Write-In,1,0,0,0,0,0,1
Charleston,Charleston 8,School Board of Trustees District 4,,NON,Write-In,1,0,0,1,0,0,0
Charleston,Charleston 9,School Board of Trustees District 4,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Charleston 15,School Board of Trustees District 4,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Charleston 16,School Board of Trustees District 4,,NON,Write-In,4,0,0,0,0,1,3
Charleston,Charleston 18,School Board of Trustees District 4,,NON,Write-In,4,0,0,2,0,1,1
Charleston,Charleston 19,School Board of Trustees District 4,,NON,Write-In,1,0,0,0,0,0,1
Charleston,Charleston 20,School Board of Trustees District 4,,NON,Write-In,6,0,0,0,0,2,4
Charleston,Charleston 21,School Board of Trustees District 4,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 1,School Board of Trustees District 4,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 6,School Board of Trustees District 4,,NON,Write-In,1,0,0,0,0,1,0
Charleston,North Charleston 7,School Board of Trustees District 4,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 13,School Board of Trustees District 4,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 15,School Board of Trustees District 4,,NON,Write-In,1,0,0,0,0,0,1
Charleston,North Charleston 16,School Board of Trustees District 4,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 17,School Board of Trustees District 4,,NON,Write-In,1,0,0,1,0,0,0
Charleston,North Charleston 25,School Board of Trustees District 4,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 26,School Board of Trustees District 4,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 27,School Board of Trustees District 4,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 28,School Board of Trustees District 4,,NON,Write-In,1,0,0,0,0,0,1
Charleston,North Charleston 29,School Board of Trustees District 4,,NON,Write-In,2,0,0,0,0,0,2
Charleston,Failsafe,School Board of Trustees District 4,,NON,Write-In,1,0,1,0,0,0,0
Charleston,Provisional,School Board of Trustees District 4,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Failsafe Provisional,School Board of Trustees District 4,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 1,School Board of Trustees District 6,,NON,Erica Cokley,63,0,0,3,0,31,29
Charleston,St. Andrews 2,School Board of Trustees District 6,,NON,Erica Cokley,107,0,0,1,0,47,59
Charleston,St. Andrews 3,School Board of Trustees District 6,,NON,Erica Cokley,199,0,0,6,0,101,92
Charleston,St. Andrews 5,School Board of Trustees District 6,,NON,Erica Cokley,135,0,0,6,0,66,63
Charleston,St. Andrews 8,School Board of Trustees District 6,,NON,Erica Cokley,114,0,0,7,0,60,47
Charleston,St. Andrews 9,School Board of Trustees District 6,,NON,Erica Cokley,119,0,0,8,0,49,62
Charleston,St. Andrews 15,School Board of Trustees District 6,,NON,Erica Cokley,148,0,0,9,0,67,72
Charleston,St. Andrews 18,School Board of Trustees District 6,,NON,Erica Cokley,166,0,0,9,0,79,78
Charleston,St. Andrews 25,School Board of Trustees District 6,,NON,Erica Cokley,141,0,0,0,0,78,63
Charleston,St. Andrews 26,School Board of Trustees District 6,,NON,Erica Cokley,180,0,0,11,0,87,82
Charleston,St. Andrews 27,School Board of Trustees District 6,,NON,Erica Cokley,375,0,0,14,0,180,181
Charleston,St. Andrews 28,School Board of Trustees District 6,,NON,Erica Cokley,415,0,0,17,0,209,189
Charleston,St. Andrews 29,School Board of Trustees District 6,,NON,Erica Cokley,360,0,0,17,0,161,182
Charleston,St. Andrews 33,School Board of Trustees District 6,,NON,Erica Cokley,15,0,0,1,0,4,10
Charleston,St. Andrews 36,School Board of Trustees District 6,,NON,Erica Cokley,1,0,0,0,0,1,0
Charleston,St. Andrews 37,School Board of Trustees District 6,,NON,Erica Cokley,515,0,0,8,0,253,254
Charleston,North Charleston 18,School Board of Trustees District 6,,NON,Erica Cokley,11,0,0,0,0,3,8
Charleston,North Charleston 20,School Board of Trustees District 6,,NON,Erica Cokley,85,0,0,3,0,40,42
Charleston,North Charleston 21,School Board of Trustees District 6,,NON,Erica Cokley,153,0,0,4,0,58,91
