county,precinct,office,district,party,candidate,votes,failsafe,absentee_by_mail,failsafe_provisional,early_voting,provisional,election_day
Newberry,Newberry Ward 1,STRAIGHT PARTY 1,,REP,Republican,28,0,3,0,8,0,17
Newberry,Newberry Ward 2,STRAIGHT PARTY 1,,REP,Republican,134,0,5,0,71,0,58
Newberry,Newberry Ward 3,STRAIGHT PARTY 1,,REP,Republican,94,0,2,0,36,0,56
Newberry,Newberry Ward 4,STRAIGHT PARTY 1,,REP,Republican,11,0,0,0,3,0,8
Newberry,Newberry Ward 5,STRAIGHT PARTY 1,,REP,Republican,11,0,0,0,1,0,10
Newberry,Newberry Ward 6,STRAIGHT PARTY 1,,REP,Republican,96,0,1,0,51,0,44
Newberry,Beth - Eden,STRAIGHT PARTY 1,,REP,Republican,102,0,2,0,30,0,70
Newberry,Bush River,STRAIGHT PARTY 1,,REP,Republican,63,0,0,0,11,0,52
Newberry,Chappells,STRAIGHT PARTY 1,,REP,Republican,181,0,1,0,22,0,158
Newberry,Fairview,STRAIGHT PARTY 1,,REP,Republican,475,0,2,0,139,0,334
Newberry,Hartford,STRAIGHT PARTY 1,,REP,Republican,151,0,1,0,57,0,93
Newberry,Helena,STRAIGHT PARTY 1,,REP,Republican,37,0,1,0,19,0,17
Newberry,Kinards-Jalapa,STRAIGHT PARTY 1,,REP,Republican,138,0,1,0,32,0,105
Newberry,Johnstone,STRAIGHT PARTY 1,,REP,Republican,93,0,0,0,25,0,68
Newberry,Little Mountain,STRAIGHT PARTY 1,,REP,Republican,293,0,3,0,53,0,237
Newberry,Maybinton,STRAIGHT PARTY 1,,REP,Republican,9,0,0,0,0,0,9
Newberry,Mt. Bethel-Garmany,STRAIGHT PARTY 1,,REP,Republican,137,0,0,0,57,0,80
Newberry,Consolidated Number 5,STRAIGHT PARTY 1,,REP,Republican,151,0,2,0,21,0,128
Newberry,O'Neal,STRAIGHT PARTY 1,,REP,Republican,395,0,8,0,103,0,284
Newberry,Oakland,STRAIGHT PARTY 1,,REP,Republican,31,0,0,0,13,0,18
Newberry,Peak,STRAIGHT PARTY 1,,REP,Republican,26,0,1,0,0,0,25
Newberry,Pomaria,STRAIGHT PARTY 1,,REP,Republican,113,0,3,0,13,0,97
Newberry,Prosperity City,STRAIGHT PARTY 1,,REP,Republican,96,0,0,0,29,0,67
Newberry,Silverstreet,STRAIGHT PARTY 1,,REP,Republican,155,0,3,0,17,0,135
Newberry,Stoney Hill,STRAIGHT PARTY 1,,REP,Republican,218,0,0,0,57,0,161
Newberry,St. Phillips-Jolly Street,STRAIGHT PARTY 1,,REP,Republican,170,0,0,0,36,0,134
Newberry,Wheeland,STRAIGHT PARTY 1,,REP,Republican,137,0,1,0,16,0,120
Newberry,Whitmire City,STRAIGHT PARTY 1,,REP,Republican,142,0,0,0,20,0,122
Newberry,Whitmire Outside,STRAIGHT PARTY 1,,REP,Republican,152,0,1,0,26,0,125
Newberry,Prosperity Outside,STRAIGHT PARTY 1,,REP,Republican,164,0,0,0,51,0,113
Newberry,Failsafe,STRAIGHT PARTY 1,,REP,Republican,1,1,0,0,0,0,0
Newberry,Provisional,STRAIGHT PARTY 1,,REP,Republican,2,0,0,0,0,2,0
Newberry,Failsafe Provisional,STRAIGHT PARTY 1,,REP,Republican,0,0,0,0,0,0,0
Newberry,Newberry Ward 1,STRAIGHT PARTY 1,,DEM,Democratic,45,0,0,0,14,0,31
Newberry,Newberry Ward 2,STRAIGHT PARTY 1,,DEM,Democratic,74,0,2,0,37,0,35
Newberry,Newberry Ward 3,STRAIGHT PARTY 1,,DEM,Democratic,88,0,1,0,25,0,62
Newberry,Newberry Ward 4,STRAIGHT PARTY 1,,DEM,Democratic,118,0,1,0,55,0,62
Newberry,Newberry Ward 5,STRAIGHT PARTY 1,,DEM,Democratic,99,0,0,0,30,0,69
Newberry,Newberry Ward 6,STRAIGHT PARTY 1,,DEM,Democratic,124,0,6,0,38,0,80
