county,precinct,office,district,candidate,party,votes,early_voting,failsafe_provisional,provisional,failsafe,absentee_by_mail,election_day
Berkeley,SANGAREE 3,U.S. House,1,Michael B Moore,DEM,26,5,0,0,0,0,21
Berkeley,SHULERVILLE,U.S. House,1,Michael B Moore,DEM,25,9,0,0,0,0,16
Berkeley,ST. STEPHEN 1,U.S. House,1,Michael B Moore,DEM,110,51,0,0,0,8,51
Berkeley,ST. STEPHEN 2,U.S. House,1,Michael B Moore,DEM,74,31,0,0,0,0,43
Berkeley,STRATFORD 1,U.S. House,1,Michael B Moore,DEM,6,3,0,0,0,1,2
Berkeley,STRATFORD 2,U.S. House,1,Michael B Moore,DEM,36,11,0,0,0,6,19
Berkeley,STRATFORD 3,U.S. House,1,Michael B Moore,DEM,42,9,0,0,0,11,22
Berkeley,STRATFORD 4,U.S. House,1,Michael B Moore,DEM,24,3,0,0,0,3,18
Berkeley,WASSAMASSAW 1,U.S. House,1,Michael B Moore,DEM,50,20,0,0,0,5,25
Berkeley,WASSAMASSAW 2,U.S. House,1,Michael B Moore,DEM,52,10,0,0,0,6,36
Berkeley,WESTVIEW 1,U.S. House,1,Michael B Moore,DEM,30,14,0,0,0,5,11
Berkeley,WESTVIEW 2,U.S. House,1,Michael B Moore,DEM,25,8,0,0,0,3,14
Berkeley,WESTVIEW 3,U.S. House,1,Michael B Moore,DEM,36,7,0,0,0,4,25
Berkeley,BEVERLY HILLS,U.S. House,1,Michael B Moore,DEM,37,16,0,0,0,4,17
Berkeley,HOWE HALL 1,U.S. House,1,Michael B Moore,DEM,61,24,0,0,0,3,34
Berkeley,HOWE HALL 2,U.S. House,1,Michael B Moore,DEM,28,6,0,0,0,2,20
Berkeley,LIBERTY HALL,U.S. House,1,Michael B Moore,DEM,57,17,0,0,0,2,38
Berkeley,MEDWAY,U.S. House,1,Michael B Moore,DEM,77,12,0,0,0,10,55
Berkeley,WHITESVILLE 1,U.S. House,1,Michael B Moore,DEM,37,13,0,0,0,1,23
Berkeley,WHITESVILLE 2,U.S. House,1,Michael B Moore,DEM,27,11,0,0,0,3,13
Berkeley,DANIEL ISLAND 3,U.S. House,1,Michael B Moore,DEM,33,16,0,0,0,2,15
Berkeley,DANIEL ISLAND 4,U.S. House,1,Michael B Moore,DEM,42,25,0,0,0,2,15
Berkeley,THE VILLAGE,U.S. House,1,Michael B Moore,DEM,22,5,0,0,0,2,15
Berkeley,YELLOW HOUSE,U.S. House,1,Michael B Moore,DEM,37,8,0,0,0,3,26
Berkeley,CANE BAY,U.S. House,1,Michael B Moore,DEM,43,10,0,0,0,6,27
Berkeley,DISCOVERY,U.S. House,1,Michael B Moore,DEM,27,5,0,0,0,1,21
Berkeley,FOX BANK,U.S. House,1,Michael B Moore,DEM,56,18,0,0,0,1,37
Berkeley,HANAHAN 5,U.S. House,1,Michael B Moore,DEM,8,4,0,0,0,0,4
Berkeley,MOULTRIE,U.S. House,1,Michael B Moore,DEM,102,26,0,0,0,14,62
Berkeley,OLD 52,U.S. House,1,Michael B Moore,DEM,18,9,0,0,0,0,9
Berkeley,ROYLE,U.S. House,1,Michael B Moore,DEM,21,4,0,0,0,2,15
Berkeley,SEVENTY EIGHT,U.S. House,1,Michael B Moore,DEM,12,3,0,0,0,0,9
Berkeley,STONE LAKE,U.S. House,1,Michael B Moore,DEM,31,14,0,0,0,1,16
Berkeley,STRATFORD 5,U.S. House,1,Michael B Moore,DEM,27,8,0,0,0,2,17
Berkeley,WESTVIEW 4,U.S. House,1,Michael B Moore,DEM,27,5,0,0,0,1,21
Berkeley,FOSTER CREEK 1,U.S. House,1,Michael B Moore,DEM,25,13,0,0,0,4,8
Berkeley,FOSTER CREEK 2,U.S. House,1,Michael B Moore,DEM,43,17,0,0,0,4,22
Berkeley,FOSTER CREEK 3,U.S. House,1,Michael B Moore,DEM,31,7,0,0,0,3,21
Berkeley,HARBOUR LAKE,U.S. House,1,Michael B Moore,DEM,31,15,0,0,0,0,16
Berkeley,ST. JAMES,U.S. House,1,Michael B Moore,DEM,23,6,0,0,0,2,15
Berkeley,SEDGEFIELD 1,U.S. House,1,Michael B Moore,DEM,41,10,0,0,0,3,28
Berkeley,SEDGEFIELD 2,U.S. House,1,Michael B Moore,DEM,11,3,0,0,0,1,7
Berkeley,TRAMWAY,U.S. House,1,Michael B Moore,DEM,27,10,0,0,0,2,15
Berkeley,WEATHERSTONE,U.S. House,1,Michael B Moore,DEM,25,1,0,0,0,0,24
Berkeley,CYPRESS,U.S. House,1,Michael B Moore,DEM,39,13,0,0,0,2,24
Berkeley,NORTH CREEK,U.S. House,1,Michael B Moore,DEM,27,4,0,0,0,6,17
Berkeley,BOULDER BLUFF,U.S. House,1,Michael B Moore,DEM,46,13,0,0,0,2,31
Berkeley,BUSHY PARK,U.S. House,1,Michael B Moore,DEM,2,1,0,0,0,0,1
Berkeley,CANE BAY EAST,U.S. House,1,Michael B Moore,DEM,35,11,0,0,0,12,12
Berkeley,CANE BAY NORTH,U.S. House,1,Michael B Moore,DEM,57,23,0,0,0,8,26
Berkeley,CANE BAY SOUTH,U.S. House,1,Michael B Moore,DEM,24,7,0,0,0,0,17
Berkeley,COBBLESTONE,U.S. House,1,Michael B Moore,DEM,23,9,0,0,0,5,9
Berkeley,FIFTY-TWO,U.S. House,1,Michael B Moore,DEM,45,16,0,0,0,1,28
Berkeley,HORSESHOE,U.S. House,1,Michael B Moore,DEM,17,3,0,0,0,0,14
Berkeley,LIVE OAK,U.S. House,1,Michael B Moore,DEM,1,1,0,0,0,0,0
Berkeley,MACEDONIA 2,U.S. House,1,Michael B Moore,DEM,0,0,0,0,0,0,0
Berkeley,NEXTON,U.S. House,1,Michael B Moore,DEM,33,11,0,0,0,1,21
Berkeley,SEDGEFIELD 3,U.S. House,1,Michael B Moore,DEM,19,0,0,0,0,3,16
Berkeley,WILDCAT TRAIL,U.S. House,1,Michael B Moore,DEM,18,4,0,0,0,3,11
Berkeley,YEAMAN'S CLUB,U.S. House,1,Michael B Moore,DEM,0,0,0,0,0,0,0
Berkeley,Failsafe,U.S. House,1,Michael B Moore,DEM,1,0,0,0,1,0,0
Berkeley,Provisional,U.S. House,1,Michael B Moore,DEM,0,0,0,0,0,0,0
Berkeley,Failsafe Provisional,U.S. House,1,Michael B Moore,DEM,3,0,3,0,0,0,0
Berkeley,ALVIN,U.S. House,1,Nancy Mace,REP,32,10,0,0,0,5,17
Berkeley,BETHERA,U.S. House,1,Nancy Mace,REP,40,1,0,0,0,3,36
Berkeley,BONNEAU,U.S. House,1,Nancy Mace,REP,71,17,0,0,0,2,52
Berkeley,BONNEAU BEACH,U.S. House,1,Nancy Mace,REP,143,24,0,0,0,3,116
Berkeley,CENTRAL,U.S. House,1,Nancy Mace,REP,78,27,0,0,0,5,46
Berkeley,CAINHOY,U.S. House,1,Nancy Mace,REP,21,9,0,0,0,0,12
Berkeley,CARNES CROSS ROADS 1,U.S. House,1,Nancy Mace,REP,81,17,0,0,0,12,52
Berkeley,CARNES CROSS ROADS 2,U.S. House,1,Nancy Mace,REP,93,15,0,0,0,4,74
Berkeley,CORDESVILLE,U.S. House,1,Nancy Mace,REP,61,13,0,0,0,1,47
Berkeley,CROSS,U.S. House,1,Nancy Mace,REP,85,10,0,0,0,5,70
Berkeley,DANIEL ISLAND 1,U.S. House,1,Nancy Mace,REP,229,81,0,0,0,13,135
Berkeley,DANIEL ISLAND 2,U.S. House,1,Nancy Mace,REP,105,55,0,0,0,5,45
Berkeley,DEVON FOREST 1,U.S. House,1,Nancy Mace,REP,49,14,0,0,0,1,34
Berkeley,DEVON FOREST 2,U.S. House,1,Nancy Mace,REP,39,12,0,0,0,3,24
Berkeley,EADYTOWN,U.S. House,1,Nancy Mace,REP,14,2,0,0,0,0,12
Berkeley,HANAHAN 1,U.S. House,1,Nancy Mace,REP,196,76,0,0,0,15,105
Berkeley,HANAHAN 2,U.S. House,1,Nancy Mace,REP,76,46,0,0,0,3,27
Berkeley,HANAHAN 3,U.S. House,1,Nancy Mace,REP,106,49,0,0,0,11,46
Berkeley,HANAHAN 4,U.S. House,1,Nancy Mace,REP,51,26,0,0,0,2,23
Berkeley,HILTON CROSS RD,U.S. House,1,Nancy Mace,REP,46,7,0,0,0,5,34
Berkeley,HUGER,U.S. House,1,Nancy Mace,REP,69,11,0,0,0,5,53
Berkeley,JAMESTOWN,U.S. House,1,Nancy Mace,REP,28,2,0,0,0,0,26
Berkeley,LEBANON,U.S. House,1,Nancy Mace,REP,67,6,0,0,0,3,58
Berkeley,MACEDONIA,U.S. House,1,Nancy Mace,REP,115,20,0,0,0,2,93
Berkeley,MCBETH,U.S. House,1,Nancy Mace,REP,65,19,0,0,0,4,42
Berkeley,MONCKS CORNER 1,U.S. House,1,Nancy Mace,REP,97,26,0,0,0,6,65
Berkeley,MONCKS CORNER 2,U.S. House,1,Nancy Mace,REP,66,26,0,0,0,3,37
Berkeley,MONCKS CORNER 3,U.S. House,1,Nancy Mace,REP,58,23,0,0,0,1,34
Berkeley,MONCKS CORNER 4,U.S. House,1,Nancy Mace,REP,175,47,0,0,0,5,123
Berkeley,PIMLICO,U.S. House,1,Nancy Mace,REP,113,20,0,0,0,2,91
Berkeley,PINOPOLIS,U.S. House,1,Nancy Mace,REP,192,63,0,0,0,11,118
Berkeley,RUSSELLVILLE,U.S. House,1,Nancy Mace,REP,21,15,0,0,0,0,6
Berkeley,SANGAREE 1,U.S. House,1,Nancy Mace,REP,44,10,0,0,0,3,31
Berkeley,SANGAREE 2,U.S. House,1,Nancy Mace,REP,60,12,0,0,0,10,38
Berkeley,SANGAREE 3,U.S. House,1,Nancy Mace,REP,47,7,0,0,0,1,39
Berkeley,SHULERVILLE,U.S. House,1,Nancy Mace,REP,28,3,0,0,0,0,25
Berkeley,ST. STEPHEN 1,U.S. House,1,Nancy Mace,REP,28,10,0,0,0,1,17
Berkeley,ST. STEPHEN 2,U.S. House,1,Nancy Mace,REP,45,14,0,0,0,2,29
Berkeley,STRATFORD 1,U.S. House,1,Nancy Mace,REP,14,3,0,0,0,3,8
Berkeley,STRATFORD 2,U.S. House,1,Nancy Mace,REP,175,43,0,0,0,9,123
Berkeley,STRATFORD 3,U.S. House,1,Nancy Mace,REP,87,26,0,0,0,10,51
Berkeley,STRATFORD 4,U.S. House,1,Nancy Mace,REP,78,20,0,0,0,13,45
Berkeley,WASSAMASSAW 1,U.S. House,1,Nancy Mace,REP,29,8,0,0,0,0,21
Berkeley,WASSAMASSAW 2,U.S. House,1,Nancy Mace,REP,148,21,0,0,0,6,121
Berkeley,WESTVIEW 1,U.S. House,1,Nancy Mace,REP,129,27,0,0,0,8,94
Berkeley,WESTVIEW 2,U.S. House,1,Nancy Mace,REP,85,18,0,0,0,5,62
Berkeley,WESTVIEW 3,U.S. House,1,Nancy Mace,REP,103,20,0,0,0,12,71
Berkeley,BEVERLY HILLS,U.S. House,1,Nancy Mace,REP,28,6,0,0,0,3,19
Berkeley,HOWE HALL 1,U.S. House,1,Nancy Mace,REP,47,10,0,0,0,5,32
Berkeley,HOWE HALL 2,U.S. House,1,Nancy Mace,REP,38,8,0,0,0,4,26
Berkeley,LIBERTY HALL,U.S. House,1,Nancy Mace,REP,48,10,0,0,0,3,35
Berkeley,MEDWAY,U.S. House,1,Nancy Mace,REP,99,32,0,0,0,1,66
Berkeley,WHITESVILLE 1,U.S. House,1,Nancy Mace,REP,41,9,0,0,0,1,31
Berkeley,WHITESVILLE 2,U.S. House,1,Nancy Mace,REP,25,2,0,0,0,0,23
Berkeley,DANIEL ISLAND 3,U.S. House,1,Nancy Mace,REP,170,99,0,0,0,7,64
Berkeley,DANIEL ISLAND 4,U.S. House,1,Nancy Mace,REP,272,151,0,0,0,10,111
Berkeley,THE VILLAGE,U.S. House,1,Nancy Mace,REP,150,22,0,0,0,14,114
Berkeley,YELLOW HOUSE,U.S. House,1,Nancy Mace,REP,131,36,0,0,0,9,86
Berkeley,CANE BAY,U.S. House,1,Nancy Mace,REP,100,27,0,0,0,2,71
Berkeley,DISCOVERY,U.S. House,1,Nancy Mace,REP,51,7,0,0,0,7,37
Berkeley,FOX BANK,U.S. House,1,Nancy Mace,REP,120,24,0,0,0,10,86
Berkeley,HANAHAN 5,U.S. House,1,Nancy Mace,REP,121,49,0,0,0,10,62
Berkeley,MOULTRIE,U.S. House,1,Nancy Mace,REP,21,2,0,0,0,2,17
Berkeley,OLD 52,U.S. House,1,Nancy Mace,REP,48,15,0,0,0,1,32
Berkeley,ROYLE,U.S. House,1,Nancy Mace,REP,49,12,0,0,0,4,33
Berkeley,SEVENTY EIGHT,U.S. House,1,Nancy Mace,REP,42,5,0,0,0,2,35
Berkeley,STONE LAKE,U.S. House,1,Nancy Mace,REP,66,17,0,0,0,6,43
Berkeley,STRATFORD 5,U.S. House,1,Nancy Mace,REP,34,2,0,0,0,6,26
Berkeley,WESTVIEW 4,U.S. House,1,Nancy Mace,REP,98,23,0,0,0,2,73
Berkeley,FOSTER CREEK 1,U.S. House,1,Nancy Mace,REP,77,24,0,0,0,5,48
Berkeley,FOSTER CREEK 2,U.S. House,1,Nancy Mace,REP,137,56,0,0,0,4,77
Berkeley,FOSTER CREEK 3,U.S. House,1,Nancy Mace,REP,79,15,0,0,0,8,56
Berkeley,HARBOUR LAKE,U.S. House,1,Nancy Mace,REP,28,11,0,0,0,1,16
Berkeley,ST. JAMES,U.S. House,1,Nancy Mace,REP,66,20,0,0,0,4,42
Berkeley,SEDGEFIELD 1,U.S. House,1,Nancy Mace,REP,54,13,0,0,0,2,39
Berkeley,SEDGEFIELD 2,U.S. House,1,Nancy Mace,REP,8,2,0,0,0,2,4
Berkeley,TRAMWAY,U.S. House,1,Nancy Mace,REP,49,6,0,0,0,5,38
Berkeley,WEATHERSTONE,U.S. House,1,Nancy Mace,REP,64,3,0,0,0,3,58
Berkeley,CYPRESS,U.S. House,1,Nancy Mace,REP,49,13,0,0,0,3,33
Berkeley,NORTH CREEK,U.S. House,1,Nancy Mace,REP,40,14,0,0,0,3,23
Berkeley,BOULDER BLUFF,U.S. House,1,Nancy Mace,REP,61,5,0,0,0,8,48
Berkeley,BUSHY PARK,U.S. House,1,Nancy Mace,REP,5,1,0,0,0,0,4
Berkeley,CANE BAY EAST,U.S. House,1,Nancy Mace,REP,198,65,0,0,0,25,108
Berkeley,CANE BAY NORTH,U.S. House,1,Nancy Mace,REP,147,53,0,0,0,15,79
Berkeley,CANE BAY SOUTH,U.S. House,1,Nancy Mace,REP,50,9,0,0,0,1,40
Berkeley,COBBLESTONE,U.S. House,1,Nancy Mace,REP,39,14,0,0,0,5,20
Berkeley,FIFTY-TWO,U.S. House,1,Nancy Mace,REP,60,22,0,0,0,0,38
Berkeley,HORSESHOE,U.S. House,1,Nancy Mace,REP,35,9,0,0,0,6,20
Berkeley,LIVE OAK,U.S. House,1,Nancy Mace,REP,88,17,0,0,0,3,68
Berkeley,MACEDONIA 2,U.S. House,1,Nancy Mace,REP,15,3,0,0,0,2,10
Berkeley,NEXTON,U.S. House,1,Nancy Mace,REP,170,21,0,0,0,8,141
Berkeley,SEDGEFIELD 3,U.S. House,1,Nancy Mace,REP,41,17,0,0,0,1,23
Berkeley,WILDCAT TRAIL,U.S. House,1,Nancy Mace,REP,53,13,0,0,0,2,38
Berkeley,YEAMAN'S CLUB,U.S. House,1,Nancy Mace,REP,9,3,0,0,0,4,2
Berkeley,Failsafe,U.S. House,1,Nancy Mace,REP,1,0,0,0,1,0,0
Berkeley,Provisional,U.S. House,1,Nancy Mace,REP,1,0,0,1,0,0,0
Berkeley,Failsafe Provisional,U.S. House,1,Nancy Mace,REP,2,0,2,0,0,0,0
Berkeley,ALVIN,U.S. House,1,Catherine Templeton,REP,7,0,0,0,0,0,7
Berkeley,BETHERA,U.S. House,1,Catherine Templeton,REP,8,0,0,0,0,0,8
Berkeley,BONNEAU,U.S. House,1,Catherine Templeton,REP,22,4,0,0,0,2,16
Berkeley,BONNEAU BEACH,U.S. House,1,Catherine Templeton,REP,54,12,0,0,0,0,42
Berkeley,CENTRAL,U.S. House,1,Catherine Templeton,REP,41,11,0,0,0,7,23
Berkeley,CAINHOY,U.S. House,1,Catherine Templeton,REP,17,3,0,0,0,5,9
Berkeley,CARNES CROSS ROADS 1,U.S. House,1,Catherine Templeton,REP,30,6,0,0,0,3,21
Berkeley,CARNES CROSS ROADS 2,U.S. House,1,Catherine Templeton,REP,52,8,0,0,0,6,38
Berkeley,CORDESVILLE,U.S. House,1,Catherine Templeton,REP,22,5,0,0,0,0,17
Berkeley,CROSS,U.S. House,1,Catherine Templeton,REP,24,2,0,0,0,5,17
Berkeley,DANIEL ISLAND 1,U.S. House,1,Catherine Templeton,REP,177,58,0,0,0,18,101
Berkeley,DANIEL ISLAND 2,U.S. House,1,Catherine Templeton,REP,73,26,0,0,0,6,41
Berkeley,DEVON FOREST 1,U.S. House,1,Catherine Templeton,REP,23,2,0,0,0,4,17
Berkeley,DEVON FOREST 2,U.S. House,1,Catherine Templeton,REP,13,3,0,0,0,2,8
Berkeley,EADYTOWN,U.S. House,1,Catherine Templeton,REP,2,0,0,0,0,0,2
Berkeley,HANAHAN 1,U.S. House,1,Catherine Templeton,REP,65,21,0,0,0,14,30
Berkeley,HANAHAN 2,U.S. House,1,Catherine Templeton,REP,20,9,0,0,0,2,9
Berkeley,HANAHAN 3,U.S. House,1,Catherine Templeton,REP,27,15,0,0,0,1,11
Berkeley,HANAHAN 4,U.S. House,1,Catherine Templeton,REP,21,9,0,0,0,1,11
Berkeley,HILTON CROSS RD,U.S. House,1,Catherine Templeton,REP,24,4,0,0,0,0,20
Berkeley,HUGER,U.S. House,1,Catherine Templeton,REP,19,3,0,0,0,3,13
Berkeley,JAMESTOWN,U.S. House,1,Catherine Templeton,REP,5,0,0,0,0,0,5
Berkeley,LEBANON,U.S. House,1,Catherine Templeton,REP,32,2,0,0,0,1,29
Berkeley,MACEDONIA,U.S. House,1,Catherine Templeton,REP,39,6,0,0,0,7,26
Berkeley,MCBETH,U.S. House,1,Catherine Templeton,REP,19,4,0,0,0,2,13
Berkeley,MONCKS CORNER 1,U.S. House,1,Catherine Templeton,REP,40,14,0,0,0,5,21
Berkeley,MONCKS CORNER 2,U.S. House,1,Catherine Templeton,REP,23,13,0,0,0,2,8
Berkeley,MONCKS CORNER 3,U.S. House,1,Catherine Templeton,REP,30,8,0,0,0,1,21
Berkeley,MONCKS CORNER 4,U.S. House,1,Catherine Templeton,REP,55,18,0,0,0,3,34
Berkeley,PIMLICO,U.S. House,1,Catherine Templeton,REP,53,9,0,0,0,4,40
Berkeley,PINOPOLIS,U.S. House,1,Catherine Templeton,REP,86,25,0,0,0,3,58
Berkeley,RUSSELLVILLE,U.S. House,1,Catherine Templeton,REP,11,4,0,0,0,1,6
Berkeley,SANGAREE 1,U.S. House,1,Catherine Templeton,REP,12,4,0,0,0,0,8
Berkeley,SANGAREE 2,U.S. House,1,Catherine Templeton,REP,14,4,0,0,0,1,9
Berkeley,SANGAREE 3,U.S. House,1,Catherine Templeton,REP,9,0,0,0,0,1,8
Berkeley,SHULERVILLE,U.S. House,1,Catherine Templeton,REP,11,0,0,0,0,0,11
Berkeley,ST. STEPHEN 1,U.S. House,1,Catherine Templeton,REP,9,4,0,0,0,0,5
Berkeley,ST. STEPHEN 2,U.S. House,1,Catherine Templeton,REP,13,6,0,0,0,1,6
Berkeley,STRATFORD 1,U.S. House,1,Catherine Templeton,REP,10,2,0,0,0,0,8
Berkeley,STRATFORD 2,U.S. House,1,Catherine Templeton,REP,61,8,0,0,0,2,51
Berkeley,STRATFORD 3,U.S. House,1,Catherine Templeton,REP,12,2,0,0,0,5,5
Berkeley,STRATFORD 4,U.S. House,1,Catherine Templeton,REP,32,11,0,0,0,4,17
Berkeley,WASSAMASSAW 1,U.S. House,1,Catherine Templeton,REP,12,5,0,0,0,0,7
Berkeley,WASSAMASSAW 2,U.S. House,1,Catherine Templeton,REP,44,9,0,0,0,4,31
Berkeley,WESTVIEW 1,U.S. House,1,Catherine Templeton,REP,44,7,0,0,0,3,34
Berkeley,WESTVIEW 2,U.S. House,1,Catherine Templeton,REP,44,8,0,0,0,5,31
Berkeley,WESTVIEW 3,U.S. House,1,Catherine Templeton,REP,39,10,0,0,0,6,23
Berkeley,BEVERLY HILLS,U.S. House,1,Catherine Templeton,REP,12,1,0,0,0,3,8
Berkeley,HOWE HALL 1,U.S. House,1,Catherine Templeton,REP,21,2,0,0,0,4,15
Berkeley,HOWE HALL 2,U.S. House,1,Catherine Templeton,REP,9,3,0,0,0,2,4
Berkeley,LIBERTY HALL,U.S. House,1,Catherine Templeton,REP,29,4,0,0,0,3,22
Berkeley,MEDWAY,U.S. House,1,Catherine Templeton,REP,33,5,0,0,0,0,28
Berkeley,WHITESVILLE 1,U.S. House,1,Catherine Templeton,REP,10,1,0,0,0,3,6
Berkeley,WHITESVILLE 2,U.S. House,1,Catherine Templeton,REP,7,0,0,0,0,0,7
Berkeley,DANIEL ISLAND 3,U.S. House,1,Catherine Templeton,REP,87,45,0,0,0,6,36
Berkeley,DANIEL ISLAND 4,U.S. House,1,Catherine Templeton,REP,138,61,0,0,0,12,65
Berkeley,THE VILLAGE,U.S. House,1,Catherine Templeton,REP,65,11,0,0,0,6,48
Berkeley,YELLOW HOUSE,U.S. House,1,Catherine Templeton,REP,54,22,0,0,0,5,27
Berkeley,CANE BAY,U.S. House,1,Catherine Templeton,REP,36,6,0,0,0,0,30
Berkeley,DISCOVERY,U.S. House,1,Catherine Templeton,REP,21,0,0,0,0,4,17
Berkeley,FOX BANK,U.S. House,1,Catherine Templeton,REP,40,10,0,0,0,1,29
Berkeley,HANAHAN 5,U.S. House,1,Catherine Templeton,REP,72,36,0,0,0,5,31
Berkeley,MOULTRIE,U.S. House,1,Catherine Templeton,REP,6,1,0,0,0,0,5
Berkeley,OLD 52,U.S. House,1,Catherine Templeton,REP,29,9,0,0,0,1,19
Berkeley,ROYLE,U.S. House,1,Catherine Templeton,REP,18,7,0,0,0,0,11
Berkeley,SEVENTY EIGHT,U.S. House,1,Catherine Templeton,REP,15,2,0,0,0,0,13
Berkeley,STONE LAKE,U.S. House,1,Catherine Templeton,REP,20,8,0,0,0,2,10
Berkeley,STRATFORD 5,U.S. House,1,Catherine Templeton,REP,9,3,0,0,0,1,5
Berkeley,WESTVIEW 4,U.S. House,1,Catherine Templeton,REP,42,10,0,0,0,0,32
Berkeley,FOSTER CREEK 1,U.S. House,1,Catherine Templeton,REP,18,4,0,0,0,2,12
Berkeley,FOSTER CREEK 2,U.S. House,1,Catherine Templeton,REP,65,19,0,0,0,0,46
Berkeley,FOSTER CREEK 3,U.S. House,1,Catherine Templeton,REP,43,14,0,0,0,3,26
Berkeley,HARBOUR LAKE,U.S. House,1,Catherine Templeton,REP,12,4,0,0,0,2,6
Berkeley,ST. JAMES,U.S. House,1,Catherine Templeton,REP,22,5,0,0,0,1,16
Berkeley,SEDGEFIELD 1,U.S. House,1,Catherine Templeton,REP,23,5,0,0,0,0,18
Berkeley,SEDGEFIELD 2,U.S. House,1,Catherine Templeton,REP,4,1,0,0,0,1,2
Berkeley,TRAMWAY,U.S. House,1,Catherine Templeton,REP,26,3,0,0,0,3,20
Berkeley,WEATHERSTONE,U.S. House,1,Catherine Templeton,REP,14,0,0,0,0,0,14
Berkeley,CYPRESS,U.S. House,1,Catherine Templeton,REP,31,8,0,0,0,4,19
Berkeley,NORTH CREEK,U.S. House,1,Catherine Templeton,REP,26,8,0,0,0,5,13
Berkeley,BOULDER BLUFF,U.S. House,1,Catherine Templeton,REP,33,9,0,0,0,2,22
Berkeley,BUSHY PARK,U.S. House,1,Catherine Templeton,REP,3,0,0,0,0,0,3
Berkeley,CANE BAY EAST,U.S. House,1,Catherine Templeton,REP,90,37,0,0,0,17,36
Berkeley,CANE BAY NORTH,U.S. House,1,Catherine Templeton,REP,66,23,0,0,0,2,41
Berkeley,CANE BAY SOUTH,U.S. House,1,Catherine Templeton,REP,13,7,0,0,0,0,6
Berkeley,COBBLESTONE,U.S. House,1,Catherine Templeton,REP,15,4,0,0,0,3,8
Berkeley,FIFTY-TWO,U.S. House,1,Catherine Templeton,REP,15,4,0,0,0,0,11
Berkeley,HORSESHOE,U.S. House,1,Catherine Templeton,REP,14,6,0,0,0,0,8
Berkeley,LIVE OAK,U.S. House,1,Catherine Templeton,REP,29,1,0,0,0,3,25
Berkeley,MACEDONIA 2,U.S. House,1,Catherine Templeton,REP,5,1,0,0,0,1,3
Berkeley,NEXTON,U.S. House,1,Catherine Templeton,REP,99,13,0,0,0,11,75
Berkeley,SEDGEFIELD 3,U.S. House,1,Catherine Templeton,REP,9,2,0,0,0,1,6
Berkeley,WILDCAT TRAIL,U.S. House,1,Catherine Templeton,REP,14,0,0,0,0,3,11
Berkeley,YEAMAN'S CLUB,U.S. House,1,Catherine Templeton,REP,5,0,0,0,0,2,3
Berkeley,Failsafe,U.S. House,1,Catherine Templeton,REP,0,0,0,0,0,0,0
Berkeley,Provisional,U.S. House,1,Catherine Templeton,REP,0,0,0,0,0,0,0
Berkeley,Failsafe Provisional,U.S. House,1,Catherine Templeton,REP,0,0,0,0,0,0,0
Berkeley,ALVIN,U.S. House,1,Bill Young,REP,4,0,0,0,0,0,4
Berkeley,BETHERA,U.S. House,1,Bill Young,REP,3,0,0,0,0,0,3
Berkeley,BONNEAU,U.S. House,1,Bill Young,REP,17,2,0,0,0,2,13
Berkeley,BONNEAU BEACH,U.S. House,1,Bill Young,REP,35,4,0,0,0,0,31
Berkeley,CENTRAL,U.S. House,1,Bill Young,REP,24,3,0,0,0,2,19
Berkeley,CAINHOY,U.S. House,1,Bill Young,REP,5,2,0,0,0,1,2
Berkeley,CARNES CROSS ROADS 1,U.S. House,1,Bill Young,REP,15,1,0,0,0,2,12
Berkeley,CARNES CROSS ROADS 2,U.S. House,1,Bill Young,REP,42,8,0,0,0,1,33
Berkeley,CORDESVILLE,U.S. House,1,Bill Young,REP,13,2,0,0,0,0,11
Berkeley,CROSS,U.S. House,1,Bill Young,REP,11,1,0,0,0,1,9
Berkeley,DANIEL ISLAND 1,U.S. House,1,Bill Young,REP,46,20,0,0,0,2,24
Berkeley,DANIEL ISLAND 2,U.S. House,1,Bill Young,REP,39,22,0,0,0,2,15
Berkeley,DEVON FOREST 1,U.S. House,1,Bill Young,REP,9,1,0,0,0,0,8
Berkeley,DEVON FOREST 2,U.S. House,1,Bill Young,REP,10,0,0,0,0,0,10
Berkeley,EADYTOWN,U.S. House,1,Bill Young,REP,3,1,0,0,0,0,2
Berkeley,HANAHAN 1,U.S. House,1,Bill Young,REP,40,18,0,0,0,2,20
Berkeley,HANAHAN 2,U.S. House,1,Bill Young,REP,13,10,0,0,0,0,3
Berkeley,HANAHAN 3,U.S. House,1,Bill Young,REP,21,7,0,0,0,3,11
Berkeley,HANAHAN 4,U.S. House,1,Bill Young,REP,16,7,0,0,0,0,9
Berkeley,HILTON CROSS RD,U.S. House,1,Bill Young,REP,14,3,0,0,0,1,10
Berkeley,HUGER,U.S. House,1,Bill Young,REP,13,0,0,0,0,0,13
Berkeley,JAMESTOWN,U.S. House,1,Bill Young,REP,6,1,0,0,0,0,5
Berkeley,LEBANON,U.S. House,1,Bill Young,REP,14,0,0,0,0,0,14
Berkeley,MACEDONIA,U.S. House,1,Bill Young,REP,16,6,0,0,0,0,10
Berkeley,MCBETH,U.S. House,1,Bill Young,REP,17,7,0,0,0,2,8
Berkeley,MONCKS CORNER 1,U.S. House,1,Bill Young,REP,23,4,0,0,0,2,17
Berkeley,MONCKS CORNER 2,U.S. House,1,Bill Young,REP,7,0,0,0,0,0,7
