county,precinct,office,district,candidate,party,votes,early_voting,failsafe_provisional,provisional,failsafe,absentee_by_mail,election_day
York,Rock Hill No. 8,President,,Randall A Terry/Stephen E Broden,CON,1,0,0,0,0,0,1
York,Sharon,President,,Randall A Terry/Stephen E Broden,CON,2,2,0,0,0,0,0
York,Smyrna,President,,Randall A Terry/Stephen E Broden,CON,0,0,0,0,0,0,0
York,Tirzah,President,,Randall A Terry/Stephen E Broden,CON,3,2,0,0,0,0,1
York,York No. 1,President,,Randall A Terry/Stephen E Broden,CON,3,0,0,0,0,0,3
York,York No. 2,President,,Randall A Terry/Stephen E Broden,CON,7,3,0,0,0,1,3
York,India Hook,President,,Randall A Terry/Stephen E Broden,CON,4,1,0,0,0,1,2
York,Edgewood,President,,Randall A Terry/Stephen E Broden,CON,7,6,0,0,0,0,1
York,Fewell Park,President,,Randall A Terry/Stephen E Broden,CON,4,2,0,0,0,0,2
York,Fort Mill No. 4,President,,Randall A Terry/Stephen E Broden,CON,2,2,0,0,0,0,0
York,Lesslie,President,,Randall A Terry/Stephen E Broden,CON,4,3,0,0,0,0,1
York,Rosewood,President,,Randall A Terry/Stephen E Broden,CON,6,5,0,0,0,0,1
York,Northwestern,President,,Randall A Terry/Stephen E Broden,CON,4,1,0,0,0,2,1
York,Shoreline,President,,Randall A Terry/Stephen E Broden,CON,3,1,0,0,0,0,2
York,Ebinport,President,,Randall A Terry/Stephen E Broden,CON,7,5,0,0,0,0,2
York,University,President,,Randall A Terry/Stephen E Broden,CON,5,1,0,0,0,0,4
York,Fort Mill No. 5,President,,Randall A Terry/Stephen E Broden,CON,1,0,0,0,0,0,1
York,Fort Mill No. 6,President,,Randall A Terry/Stephen E Broden,CON,6,6,0,0,0,0,0
York,Allison Creek,President,,Randall A Terry/Stephen E Broden,CON,2,1,0,0,0,1,0
York,Anderson Road,President,,Randall A Terry/Stephen E Broden,CON,4,4,0,0,0,0,0
York,New Home,President,,Randall A Terry/Stephen E Broden,CON,6,4,0,0,0,1,1
York,Fort Mill No. 2,President,,Randall A Terry/Stephen E Broden,CON,13,3,0,0,0,0,10
York,Dobys Bridge,President,,Randall A Terry/Stephen E Broden,CON,7,5,0,0,0,0,2
York,Riverview,President,,Randall A Terry/Stephen E Broden,CON,2,1,0,0,0,0,1
York,Orchard Park,President,,Randall A Terry/Stephen E Broden,CON,1,1,0,0,0,0,0
York,Lakewood,President,,Randall A Terry/Stephen E Broden,CON,6,2,0,0,0,0,4
York,Laurel Creek,President,,Randall A Terry/Stephen E Broden,CON,5,0,0,0,0,0,5
York,Steele Creek,President,,Randall A Terry/Stephen E Broden,CON,6,2,0,0,0,2,2
York,Pleasant Road,President,,Randall A Terry/Stephen E Broden,CON,7,5,0,0,0,0,2
York,Gold Hill,President,,Randall A Terry/Stephen E Broden,CON,6,3,0,0,0,2,1
York,Waterstone,President,,Randall A Terry/Stephen E Broden,CON,3,2,0,0,0,0,1
York,Palmetto,President,,Randall A Terry/Stephen E Broden,CON,2,1,0,0,0,0,1
York,Tega Cay,President,,Randall A Terry/Stephen E Broden,CON,3,0,0,0,0,0,3
York,Adnah,President,,Randall A Terry/Stephen E Broden,CON,2,0,0,0,0,0,2
York,Harvest,President,,Randall A Terry/Stephen E Broden,CON,1,1,0,0,0,0,0
York,Old Pointe,President,,Randall A Terry/Stephen E Broden,CON,3,1,0,0,0,0,2
York,Tools Fork,President,,Randall A Terry/Stephen E Broden,CON,2,1,0,0,0,0,1
York,Carolina,President,,Randall A Terry/Stephen E Broden,CON,2,1,0,0,0,0,1
York,Fairgrounds,President,,Randall A Terry/Stephen E Broden,CON,3,1,0,0,0,1,1
York,Ferry Branch,President,,Randall A Terry/Stephen E Broden,CON,0,0,0,0,0,0,0
York,Friendship,President,,Randall A Terry/Stephen E Broden,CON,1,1,0,0,0,0,0
York,Hollis Lakes,President,,Randall A Terry/Stephen E Broden,CON,6,0,0,0,0,0,6
York,Hopewell,President,,Randall A Terry/Stephen E Broden,CON,2,1,0,0,0,0,1
York,Manchester,President,,Randall A Terry/Stephen E Broden,CON,4,3,0,0,0,0,1
York,Mill Creek,President,,Randall A Terry/Stephen E Broden,CON,2,0,0,0,0,0,2
York,Nation Ford,President,,Randall A Terry/Stephen E Broden,CON,0,0,0,0,0,0,0
York,Neelys Creek,President,,Randall A Terry/Stephen E Broden,CON,2,1,0,0,0,0,1
York,Pole Branch,President,,Randall A Terry/Stephen E Broden,CON,3,2,0,0,0,0,1
York,Six Mile,President,,Randall A Terry/Stephen E Broden,CON,4,1,0,0,0,0,3
York,Springdale,President,,Randall A Terry/Stephen E Broden,CON,2,2,0,0,0,0,0
York,Springfield,President,,Randall A Terry/Stephen E Broden,CON,4,4,0,0,0,0,0
York,Stateline,President,,Randall A Terry/Stephen E Broden,CON,4,0,0,0,0,0,4
York,Wylie,President,,Randall A Terry/Stephen E Broden,CON,5,3,0,0,0,0,2
York,Roosevelt,President,,Randall A Terry/Stephen E Broden,CON,3,1,0,0,0,0,2
York,Larne,President,,Randall A Terry/Stephen E Broden,CON,3,2,0,0,0,1,0
York,Rock Creek,President,,Randall A Terry/Stephen E Broden,CON,5,3,0,0,0,0,2
York,River's Edge,President,,Randall A Terry/Stephen E Broden,CON,4,2,0,0,0,1,1
York,Baxter,President,,Randall A Terry/Stephen E Broden,CON,3,1,0,0,0,0,2
York,Kanawha,President,,Randall A Terry/Stephen E Broden,CON,6,5,0,0,0,0,1
York,Celanese,President,,Randall A Terry/Stephen E Broden,CON,3,0,0,0,0,0,3
York,Hands Mill,President,,Randall A Terry/Stephen E Broden,CON,4,1,0,0,0,0,3
York,Crescent,President,,Randall A Terry/Stephen E Broden,CON,4,4,0,0,0,0,0
York,Field Day,President,,Randall A Terry/Stephen E Broden,CON,2,1,0,0,0,0,1
York,Mountain View,President,,Randall A Terry/Stephen E Broden,CON,1,0,0,0,0,0,1
York,Failsafe,President,,Randall A Terry/Stephen E Broden,CON,0,0,0,0,0,0,0
York,Provisional,President,,Randall A Terry/Stephen E Broden,CON,0,0,0,0,0,0,0
York,Failsafe Provisional,President,,Randall A Terry/Stephen E Broden,CON,1,0,1,0,0,0,0
York,Bethany,President,,Cornel West/Melina Abdulla,UNC,2,2,0,0,0,0,0
York,Bethel,President,,Cornel West/Melina Abdulla,UNC,2,0,0,0,0,0,2
York,River Hills,President,,Cornel West/Melina Abdulla,UNC,0,0,0,0,0,0,0
York,Bethel School,President,,Cornel West/Melina Abdulla,UNC,3,2,0,0,0,0,1
York,Bowling Green,President,,Cornel West/Melina Abdulla,UNC,3,2,0,0,0,0,1
York,Bullocks Creek,President,,Cornel West/Melina Abdulla,UNC,0,0,0,0,0,0,0
York,Cannon Mill,President,,Cornel West/Melina Abdulla,UNC,3,1,0,0,0,0,2
York,Catawba,President,,Cornel West/Melina Abdulla,UNC,3,2,0,0,0,0,1
York,Clover,President,,Cornel West/Melina Abdulla,UNC,1,1,0,0,0,0,0
York,Hampton Mill,President,,Cornel West/Melina Abdulla,UNC,2,1,0,0,0,0,1
York,Cotton Belt,President,,Cornel West/Melina Abdulla,UNC,2,2,0,0,0,0,0
York,Delphia,President,,Cornel West/Melina Abdulla,UNC,1,0,0,0,0,0,1
York,Ebenezer,President,,Cornel West/Melina Abdulla,UNC,1,1,0,0,0,0,0
York,Filbert,President,,Cornel West/Melina Abdulla,UNC,7,5,0,0,0,0,2
York,Fort Mill No. 1,President,,Cornel West/Melina Abdulla,UNC,2,0,0,0,0,0,2
York,Windjammer,President,,Cornel West/Melina Abdulla,UNC,0,0,0,0,0,0,0
York,Fort Mill No. 3,President,,Cornel West/Melina Abdulla,UNC,9,4,0,0,0,0,5
York,Hickory Grove,President,,Cornel West/Melina Abdulla,UNC,4,1,0,0,0,0,3
York,Highland Park,President,,Cornel West/Melina Abdulla,UNC,0,0,0,0,0,0,0
York,Lakeshore,President,,Cornel West/Melina Abdulla,UNC,3,0,0,0,0,0,3
York,Independence,President,,Cornel West/Melina Abdulla,UNC,0,0,0,0,0,0,0
York,McConnells,President,,Cornel West/Melina Abdulla,UNC,4,2,0,0,0,0,2
York,Mt. Holly,President,,Cornel West/Melina Abdulla,UNC,4,1,0,0,0,0,3
York,Newport,President,,Cornel West/Melina Abdulla,UNC,4,3,0,0,0,0,1
York,Mt. Gallant,President,,Cornel West/Melina Abdulla,UNC,5,3,0,0,0,0,2
York,Northside,President,,Cornel West/Melina Abdulla,UNC,4,3,0,0,0,0,1
York,Oakridge,President,,Cornel West/Melina Abdulla,UNC,6,2,0,0,0,2,2
York,Ogden,President,,Cornel West/Melina Abdulla,UNC,4,3,0,0,0,0,1
York,Oakwood,President,,Cornel West/Melina Abdulla,UNC,3,0,0,0,0,0,3
York,Airport,President,,Cornel West/Melina Abdulla,UNC,1,1,0,0,0,0,0
York,Rock Hill No. 2,President,,Cornel West/Melina Abdulla,UNC,6,4,0,0,0,0,2
York,Rock Hill No. 3,President,,Cornel West/Melina Abdulla,UNC,6,4,0,0,0,0,2
York,Rock Hill No. 4,President,,Cornel West/Melina Abdulla,UNC,6,3,0,0,0,0,3
York,Rock Hill No. 5,President,,Cornel West/Melina Abdulla,UNC,2,1,0,0,0,0,1
York,Rock Hill No. 6,President,,Cornel West/Melina Abdulla,UNC,5,4,0,0,0,0,1
York,Rock Hill No. 7,President,,Cornel West/Melina Abdulla,UNC,7,0,0,0,0,0,7
York,Rock Hill No. 8,President,,Cornel West/Melina Abdulla,UNC,4,1,0,0,0,0,3
York,Sharon,President,,Cornel West/Melina Abdulla,UNC,1,1,0,0,0,0,0
York,Smyrna,President,,Cornel West/Melina Abdulla,UNC,1,0,0,0,0,0,1
York,Tirzah,President,,Cornel West/Melina Abdulla,UNC,0,0,0,0,0,0,0
York,York No. 1,President,,Cornel West/Melina Abdulla,UNC,7,2,0,0,0,0,5
York,York No. 2,President,,Cornel West/Melina Abdulla,UNC,6,5,0,0,0,0,1
York,India Hook,President,,Cornel West/Melina Abdulla,UNC,3,1,0,0,0,0,2
York,Edgewood,President,,Cornel West/Melina Abdulla,UNC,8,5,0,0,0,0,3
York,Fewell Park,President,,Cornel West/Melina Abdulla,UNC,2,0,0,0,0,0,2
York,Fort Mill No. 4,President,,Cornel West/Melina Abdulla,UNC,3,1,0,0,0,0,2
York,Lesslie,President,,Cornel West/Melina Abdulla,UNC,2,0,0,0,0,0,2
York,Rosewood,President,,Cornel West/Melina Abdulla,UNC,10,5,0,0,0,0,5
York,Northwestern,President,,Cornel West/Melina Abdulla,UNC,2,2,0,0,0,0,0
York,Shoreline,President,,Cornel West/Melina Abdulla,UNC,4,3,0,0,0,0,1
York,Ebinport,President,,Cornel West/Melina Abdulla,UNC,4,2,0,0,0,0,2
York,University,President,,Cornel West/Melina Abdulla,UNC,0,0,0,0,0,0,0
York,Fort Mill No. 5,President,,Cornel West/Melina Abdulla,UNC,5,4,0,0,0,0,1
York,Fort Mill No. 6,President,,Cornel West/Melina Abdulla,UNC,0,0,0,0,0,0,0
York,Allison Creek,President,,Cornel West/Melina Abdulla,UNC,0,0,0,0,0,0,0
York,Anderson Road,President,,Cornel West/Melina Abdulla,UNC,6,2,0,0,0,0,4
York,New Home,President,,Cornel West/Melina Abdulla,UNC,7,2,0,0,0,0,5
York,Fort Mill No. 2,President,,Cornel West/Melina Abdulla,UNC,10,6,0,0,0,0,4
York,Dobys Bridge,President,,Cornel West/Melina Abdulla,UNC,3,2,0,0,0,0,1
York,Riverview,President,,Cornel West/Melina Abdulla,UNC,1,1,0,0,0,0,0
York,Orchard Park,President,,Cornel West/Melina Abdulla,UNC,0,0,0,0,0,0,0
York,Lakewood,President,,Cornel West/Melina Abdulla,UNC,0,0,0,0,0,0,0
York,Laurel Creek,President,,Cornel West/Melina Abdulla,UNC,0,0,0,0,0,0,0
York,Steele Creek,President,,Cornel West/Melina Abdulla,UNC,6,5,0,0,0,0,1
York,Pleasant Road,President,,Cornel West/Melina Abdulla,UNC,5,1,0,0,0,0,4
York,Gold Hill,President,,Cornel West/Melina Abdulla,UNC,5,3,0,0,0,0,2
York,Waterstone,President,,Cornel West/Melina Abdulla,UNC,4,2,0,0,0,0,2
York,Palmetto,President,,Cornel West/Melina Abdulla,UNC,5,1,0,0,0,0,4
York,Tega Cay,President,,Cornel West/Melina Abdulla,UNC,0,0,0,0,0,0,0
York,Adnah,President,,Cornel West/Melina Abdulla,UNC,1,1,0,0,0,0,0
York,Harvest,President,,Cornel West/Melina Abdulla,UNC,0,0,0,0,0,0,0
York,Old Pointe,President,,Cornel West/Melina Abdulla,UNC,0,0,0,0,0,0,0
York,Tools Fork,President,,Cornel West/Melina Abdulla,UNC,2,0,0,0,0,0,2
York,Carolina,President,,Cornel West/Melina Abdulla,UNC,5,3,0,0,0,0,2
York,Fairgrounds,President,,Cornel West/Melina Abdulla,UNC,7,2,0,0,0,0,5
York,Ferry Branch,President,,Cornel West/Melina Abdulla,UNC,2,1,0,0,0,0,1
York,Friendship,President,,Cornel West/Melina Abdulla,UNC,6,2,0,0,0,0,4
York,Hollis Lakes,President,,Cornel West/Melina Abdulla,UNC,8,5,0,0,0,0,3
York,Hopewell,President,,Cornel West/Melina Abdulla,UNC,5,4,0,0,0,0,1
York,Manchester,President,,Cornel West/Melina Abdulla,UNC,4,1,0,0,0,0,3
York,Mill Creek,President,,Cornel West/Melina Abdulla,UNC,0,0,0,0,0,0,0
York,Nation Ford,President,,Cornel West/Melina Abdulla,UNC,1,1,0,0,0,0,0
York,Neelys Creek,President,,Cornel West/Melina Abdulla,UNC,2,0,0,0,0,0,2
York,Pole Branch,President,,Cornel West/Melina Abdulla,UNC,2,1,0,0,0,0,1
York,Six Mile,President,,Cornel West/Melina Abdulla,UNC,0,0,0,0,0,0,0
York,Springdale,President,,Cornel West/Melina Abdulla,UNC,1,0,0,0,0,0,1
York,Springfield,President,,Cornel West/Melina Abdulla,UNC,2,1,0,0,0,0,1
York,Stateline,President,,Cornel West/Melina Abdulla,UNC,6,5,0,0,0,0,1
York,Wylie,President,,Cornel West/Melina Abdulla,UNC,2,0,0,0,0,0,2
York,Roosevelt,President,,Cornel West/Melina Abdulla,UNC,2,2,0,0,0,0,0
York,Larne,President,,Cornel West/Melina Abdulla,UNC,6,2,0,0,0,0,4
York,Rock Creek,President,,Cornel West/Melina Abdulla,UNC,0,0,0,0,0,0,0
York,River's Edge,President,,Cornel West/Melina Abdulla,UNC,7,4,0,0,0,0,3
York,Baxter,President,,Cornel West/Melina Abdulla,UNC,0,0,0,0,0,0,0
York,Kanawha,President,,Cornel West/Melina Abdulla,UNC,5,3,0,0,0,0,2
York,Celanese,President,,Cornel West/Melina Abdulla,UNC,10,6,0,0,0,1,3
York,Hands Mill,President,,Cornel West/Melina Abdulla,UNC,1,0,0,0,0,1,0
York,Crescent,President,,Cornel West/Melina Abdulla,UNC,4,3,0,0,0,0,1
York,Field Day,President,,Cornel West/Melina Abdulla,UNC,2,1,0,0,0,0,1
York,Mountain View,President,,Cornel West/Melina Abdulla,UNC,1,1,0,0,0,0,0
York,Failsafe,President,,Cornel West/Melina Abdulla,UNC,0,0,0,0,0,0,0
York,Provisional,President,,Cornel West/Melina Abdulla,UNC,0,0,0,0,0,0,0
York,Failsafe Provisional,President,,Cornel West/Melina Abdulla,UNC,1,0,1,0,0,0,0
York,Bethany,President,,Jill Stein/Rudolph Butch Ware,GRN,8,4,0,0,0,0,4
York,Bethel,President,,Jill Stein/Rudolph Butch Ware,GRN,6,3,0,0,0,0,3
York,River Hills,President,,Jill Stein/Rudolph Butch Ware,GRN,4,3,0,0,0,0,1
York,Bethel School,President,,Jill Stein/Rudolph Butch Ware,GRN,3,2,0,0,0,1,0
York,Bowling Green,President,,Jill Stein/Rudolph Butch Ware,GRN,2,2,0,0,0,0,0
York,Bullocks Creek,President,,Jill Stein/Rudolph Butch Ware,GRN,1,0,0,0,0,0,1
York,Cannon Mill,President,,Jill Stein/Rudolph Butch Ware,GRN,4,1,0,0,0,0,3
York,Catawba,President,,Jill Stein/Rudolph Butch Ware,GRN,2,1,0,0,0,0,1
York,Clover,President,,Jill Stein/Rudolph Butch Ware,GRN,5,1,0,0,0,0,4
York,Hampton Mill,President,,Jill Stein/Rudolph Butch Ware,GRN,0,0,0,0,0,0,0
York,Cotton Belt,President,,Jill Stein/Rudolph Butch Ware,GRN,7,4,0,0,0,0,3
York,Delphia,President,,Jill Stein/Rudolph Butch Ware,GRN,6,2,0,0,0,0,4
York,Ebenezer,President,,Jill Stein/Rudolph Butch Ware,GRN,0,0,0,0,0,0,0
York,Filbert,President,,Jill Stein/Rudolph Butch Ware,GRN,4,3,0,0,0,0,1
York,Fort Mill No. 1,President,,Jill Stein/Rudolph Butch Ware,GRN,10,5,0,0,0,0,5
York,Windjammer,President,,Jill Stein/Rudolph Butch Ware,GRN,11,6,0,0,0,1,4
York,Fort Mill No. 3,President,,Jill Stein/Rudolph Butch Ware,GRN,6,1,0,0,0,0,5
York,Hickory Grove,President,,Jill Stein/Rudolph Butch Ware,GRN,3,0,0,0,0,0,3
York,Highland Park,President,,Jill Stein/Rudolph Butch Ware,GRN,2,0,0,0,0,0,2
York,Lakeshore,President,,Jill Stein/Rudolph Butch Ware,GRN,4,3,0,0,0,0,1
York,Independence,President,,Jill Stein/Rudolph Butch Ware,GRN,1,1,0,0,0,0,0
York,McConnells,President,,Jill Stein/Rudolph Butch Ware,GRN,2,1,0,0,0,0,1
York,Mt. Holly,President,,Jill Stein/Rudolph Butch Ware,GRN,3,2,0,0,0,1,0
York,Newport,President,,Jill Stein/Rudolph Butch Ware,GRN,5,1,0,0,0,0,4
York,Mt. Gallant,President,,Jill Stein/Rudolph Butch Ware,GRN,2,1,0,0,0,0,1
York,Northside,President,,Jill Stein/Rudolph Butch Ware,GRN,3,1,0,0,0,0,2
York,Oakridge,President,,Jill Stein/Rudolph Butch Ware,GRN,4,2,0,0,0,0,2
York,Ogden,President,,Jill Stein/Rudolph Butch Ware,GRN,2,1,0,0,0,0,1
York,Oakwood,President,,Jill Stein/Rudolph Butch Ware,GRN,5,1,0,0,0,0,4
York,Airport,President,,Jill Stein/Rudolph Butch Ware,GRN,1,0,0,0,0,0,1
York,Rock Hill No. 2,President,,Jill Stein/Rudolph Butch Ware,GRN,3,0,0,0,0,0,3
York,Rock Hill No. 3,President,,Jill Stein/Rudolph Butch Ware,GRN,3,0,0,0,0,0,3
York,Rock Hill No. 4,President,,Jill Stein/Rudolph Butch Ware,GRN,3,2,0,0,0,0,1
York,Rock Hill No. 5,President,,Jill Stein/Rudolph Butch Ware,GRN,3,0,0,0,0,0,3
York,Rock Hill No. 6,President,,Jill Stein/Rudolph Butch Ware,GRN,2,0,0,0,0,0,2
York,Rock Hill No. 7,President,,Jill Stein/Rudolph Butch Ware,GRN,5,2,0,0,0,0,3
York,Rock Hill No. 8,President,,Jill Stein/Rudolph Butch Ware,GRN,1,1,0,0,0,0,0
York,Sharon,President,,Jill Stein/Rudolph Butch Ware,GRN,4,1,0,0,0,0,3
York,Smyrna,President,,Jill Stein/Rudolph Butch Ware,GRN,0,0,0,0,0,0,0
York,Tirzah,President,,Jill Stein/Rudolph Butch Ware,GRN,4,1,0,0,0,0,3
York,York No. 1,President,,Jill Stein/Rudolph Butch Ware,GRN,6,6,0,0,0,0,0
York,York No. 2,President,,Jill Stein/Rudolph Butch Ware,GRN,4,3,0,0,0,0,1
York,India Hook,President,,Jill Stein/Rudolph Butch Ware,GRN,4,2,0,0,0,0,2
York,Edgewood,President,,Jill Stein/Rudolph Butch Ware,GRN,6,3,0,0,0,0,3
York,Fewell Park,President,,Jill Stein/Rudolph Butch Ware,GRN,4,1,0,0,0,0,3
York,Fort Mill No. 4,President,,Jill Stein/Rudolph Butch Ware,GRN,3,2,0,0,0,0,1
York,Lesslie,President,,Jill Stein/Rudolph Butch Ware,GRN,3,2,0,0,0,0,1
York,Rosewood,President,,Jill Stein/Rudolph Butch Ware,GRN,10,4,0,0,0,0,6
York,Northwestern,President,,Jill Stein/Rudolph Butch Ware,GRN,6,5,0,0,0,0,1
York,Shoreline,President,,Jill Stein/Rudolph Butch Ware,GRN,6,2,0,0,0,0,4
York,Ebinport,President,,Jill Stein/Rudolph Butch Ware,GRN,8,5,0,0,0,0,3
York,University,President,,Jill Stein/Rudolph Butch Ware,GRN,4,3,0,0,0,0,1
York,Fort Mill No. 5,President,,Jill Stein/Rudolph Butch Ware,GRN,10,6,0,0,0,0,4
York,Fort Mill No. 6,President,,Jill Stein/Rudolph Butch Ware,GRN,9,3,0,0,0,0,6
York,Allison Creek,President,,Jill Stein/Rudolph Butch Ware,GRN,4,2,0,0,0,0,2
York,Anderson Road,President,,Jill Stein/Rudolph Butch Ware,GRN,7,3,0,0,0,0,4
York,New Home,President,,Jill Stein/Rudolph Butch Ware,GRN,16,8,0,0,0,1,7
York,Fort Mill No. 2,President,,Jill Stein/Rudolph Butch Ware,GRN,23,11,0,0,0,2,10
York,Dobys Bridge,President,,Jill Stein/Rudolph Butch Ware,GRN,10,7,0,0,0,0,3
York,Riverview,President,,Jill Stein/Rudolph Butch Ware,GRN,5,3,0,0,0,1,1
York,Orchard Park,President,,Jill Stein/Rudolph Butch Ware,GRN,9,5,0,0,0,0,4
York,Lakewood,President,,Jill Stein/Rudolph Butch Ware,GRN,3,0,0,0,0,0,3
York,Laurel Creek,President,,Jill Stein/Rudolph Butch Ware,GRN,1,0,0,0,0,0,1
York,Steele Creek,President,,Jill Stein/Rudolph Butch Ware,GRN,8,5,0,0,0,0,3
York,Pleasant Road,President,,Jill Stein/Rudolph Butch Ware,GRN,10,4,0,0,0,0,6
York,Gold Hill,President,,Jill Stein/Rudolph Butch Ware,GRN,19,12,0,0,0,0,7
York,Waterstone,President,,Jill Stein/Rudolph Butch Ware,GRN,8,2,0,0,0,0,6
York,Palmetto,President,,Jill Stein/Rudolph Butch Ware,GRN,5,1,0,0,0,0,4
York,Tega Cay,President,,Jill Stein/Rudolph Butch Ware,GRN,3,3,0,0,0,0,0
York,Adnah,President,,Jill Stein/Rudolph Butch Ware,GRN,1,0,0,0,0,0,1
York,Harvest,President,,Jill Stein/Rudolph Butch Ware,GRN,3,3,0,0,0,0,0
York,Old Pointe,President,,Jill Stein/Rudolph Butch Ware,GRN,3,2,0,0,0,0,1
York,Tools Fork,President,,Jill Stein/Rudolph Butch Ware,GRN,8,6,0,0,0,0,2
York,Carolina,President,,Jill Stein/Rudolph Butch Ware,GRN,4,1,0,0,0,0,3
York,Fairgrounds,President,,Jill Stein/Rudolph Butch Ware,GRN,4,1,0,0,0,0,3
York,Ferry Branch,President,,Jill Stein/Rudolph Butch Ware,GRN,3,2,0,0,0,1,0
York,Friendship,President,,Jill Stein/Rudolph Butch Ware,GRN,3,3,0,0,0,0,0
York,Hollis Lakes,President,,Jill Stein/Rudolph Butch Ware,GRN,7,2,0,0,0,0,5
York,Hopewell,President,,Jill Stein/Rudolph Butch Ware,GRN,5,2,0,0,0,1,2
York,Manchester,President,,Jill Stein/Rudolph Butch Ware,GRN,5,3,0,0,0,0,2
York,Mill Creek,President,,Jill Stein/Rudolph Butch Ware,GRN,1,1,0,0,0,0,0
York,Nation Ford,President,,Jill Stein/Rudolph Butch Ware,GRN,11,7,0,0,0,0,4
York,Neelys Creek,President,,Jill Stein/Rudolph Butch Ware,GRN,1,1,0,0,0,0,0
York,Pole Branch,President,,Jill Stein/Rudolph Butch Ware,GRN,13,12,0,0,0,0,1
York,Six Mile,President,,Jill Stein/Rudolph Butch Ware,GRN,1,1,0,0,0,0,0
York,Springdale,President,,Jill Stein/Rudolph Butch Ware,GRN,2,1,0,0,0,1,0
York,Springfield,President,,Jill Stein/Rudolph Butch Ware,GRN,5,2,0,0,0,0,3
York,Stateline,President,,Jill Stein/Rudolph Butch Ware,GRN,14,2,0,0,0,2,10
York,Wylie,President,,Jill Stein/Rudolph Butch Ware,GRN,6,3,0,0,0,0,3
York,Roosevelt,President,,Jill Stein/Rudolph Butch Ware,GRN,6,3,0,0,0,0,3
York,Larne,President,,Jill Stein/Rudolph Butch Ware,GRN,3,2,0,0,0,0,1
York,Rock Creek,President,,Jill Stein/Rudolph Butch Ware,GRN,3,3,0,0,0,0,0
York,River's Edge,President,,Jill Stein/Rudolph Butch Ware,GRN,11,6,0,0,0,0,5
