"county","office","district","party","candidate","votes"
"BEAUFORT","U.S. House",1,"DEM","Elizabeth Colbert Busch",3278
"BERKELEY","U.S. House",1,"DEM","Elizabeth Colbert Busch",2043
"CHARLESTON","U.S. House",1,"DEM","Elizabeth Colbert Busch",8596
"COLLETON","U.S. House",1,"DEM","Elizabeth Colbert Busch",25
"DORCHESTER","U.S. House",1,"DEM","Elizabeth Colbert Busch",1860
"BEAUFORT","U.S. House",1,"DEM","Ben Frasier",202
"BERKELEY","U.S. House",1,"DEM","Ben Frasier",108
"CHARLESTON","U.S. House",1,"DEM","Ben Frasier",286
"COLLETON","U.S. House",1,"DEM","Ben Frasier",0
"DORCHESTER","U.S. House",1,"DEM","Ben Frasier",86
