"county","office","district","party","candidate","votes"
"BERKELEY","State Senate",32,"DEM","Carl L Anderson",64
"FLORENCE","State Senate",32,"DEM","Carl L Anderson",32
"GEORGETOWN","State Senate",32,"DEM","Carl L Anderson",2183
"HORRY","State Senate",32,"DEM","Carl L Anderson",57
"WILLIAMSBURG","State Senate",32,"DEM","Carl L Anderson",374
"BERKELEY","State Senate",32,"DEM","Sam L Floyd",98
"FLORENCE","State Senate",32,"DEM","Sam L Floyd",382
"GEORGETOWN","State Senate",32,"DEM","Sam L Floyd",996
"HORRY","State Senate",32,"DEM","Sam L Floyd",15
"WILLIAMSBURG","State Senate",32,"DEM","Sam L Floyd",3111
"BERKELEY","State Senate",32,"DEM","Cezar McKnight",134
"FLORENCE","State Senate",32,"DEM","Cezar McKnight",189
"GEORGETOWN","State Senate",32,"DEM","Cezar McKnight",425
"HORRY","State Senate",32,"DEM","Cezar McKnight",20
"WILLIAMSBURG","State Senate",32,"DEM","Cezar McKnight",2680
"BERKELEY","State Senate",32,"DEM","Ronnie A Sabb",465
"FLORENCE","State Senate",32,"DEM","Ronnie A Sabb",305
"GEORGETOWN","State Senate",32,"DEM","Ronnie A Sabb",663
"HORRY","State Senate",32,"DEM","Ronnie A Sabb",75
"WILLIAMSBURG","State Senate",32,"DEM","Ronnie A Sabb",1977
